"","X","participant","text","tier_name","word","duration","vot","relative_vot","language","vot_ms","vowel","sp_eng_p","fr_sp_p","fr_eng_p","relative_vot_z"
"108",476,314826,"k","MAU","kennel",0.517584044919633,0.0525903056831228,0.101607277502707,"english",52.5903056831228,"e",0.0146586667893835,0.0339264395370308,0.470235063097052,0.116976892835398
"109",477,314826,"k","MAU","cabbage",0.740076522371753,0.0479710720749668,0.0648190702242951,"english",47.9710720749668,"a",0.0146586667893835,0.0339264395370308,0.470235063097052,-0.493226428751197
"110",478,314826,"t","MAU","tir",0.359867254592423,0.0307631314580942,0.0854846643186132,"french",30.7631314580942,"i",0.0146586667893835,0.0339264395370308,0.470235063097052,-0.150447720795151
"111",479,314826,"t","MAU","terre",0.376179726235469,0.015381565729047,0.0408888748018785,"french",15.381565729047,"e",0.0146586667893835,0.0339264395370308,0.470235063097052,-0.890154841774027
"112",480,314826,"t","MAU","tasse",0.605977296211252,0.0356266360505167,0.0587920311095234,"french",35.6266360505167,"a",0.0146586667893835,0.0339264395370308,0.470235063097052,-0.593196488703648
"113",481,314826,"k","MAU","quitte",0.43710462914498,0.078567321394584,0.179744885219517,"french",78.567321394584,"i",0.0146586667893835,0.0339264395370308,0.470235063097052,1.41303971559783
"114",482,314826,"k","MAU","quelle",0.477803403528863,0.0565820829649389,0.118421263948826,"french",56.5820829649389,"e",0.0146586667893835,0.0339264395370308,0.470235063097052,0.395869264537201
"115",483,314826,"p","MAU","pile",0.496991572904707,0.0420450770904403,0.0845991750819927,"french",42.0450770904403,"i",0.0146586667893835,0.0339264395370308,0.470235063097052,-0.165135266435139
"116",484,314826,"p","MAU","pere",0.66022766934558,0.0602276693455797,0.0912225769108974,"french",60.2276693455797,"e",0.0146586667893835,0.0339264395370308,0.470235063097052,-0.055273381467124
"117",485,314826,"p","MAU","patte",0.512884866499893,0.0228526119402985,0.0445570018399116,"french",22.8526119402985,"a",0.0146586667893835,0.0339264395370308,0.470235063097052,-0.829311885071353
"118",486,314826,"t","MAU","tiro",0.4659759184845,0.0164070034443169,0.0352099814464181,"spanish",16.4070034443169,"i",0.0146586667893835,0.0339264395370308,0.470235063097052,-0.984350233308408
"119",487,314826,"t","MAU","tema",0.443054627763138,0.0201480090075097,0.0454752252769179,"spanish",20.1480090075097,"e",0.0146586667893835,0.0339264395370308,0.470235063097052,-0.814081379627596
"120",488,314826,"t","MAU","talla",0.6181830510907,0.0107817451205511,0.0174410234986678,"spanish",10.7817451205511,"a",0.0146586667893835,0.0339264395370308,0.470235063097052,-1.27908264793228
"121",489,314826,"k","MAU","quiso",0.638163978185993,0.0410175086107922,0.0642742461387215,"spanish",41.0175086107922,"i",0.0146586667893835,0.0339264395370308,0.470235063097052,-0.502263386278956
"122",490,314826,"k","MAU","queja",0.488533977774303,0.0295372586629908,0.0604610119393511,"spanish",29.5372586629908,"e",0.0146586667893835,0.0339264395370308,0.470235063097052,-0.56551322492518
"123",491,314826,"p","MAU","piso",0.444695320752009,0.0149420924225029,0.0336007412833461,"spanish",14.9420924225029,"i",0.0146586667893835,0.0339264395370308,0.470235063097052,-1.01104258298736
"124",492,314826,"p","MAU","pena",0.331324549144663,0.0155745505169771,0.0470069318955805,"spanish",15.5745505169771,"e",0.0146586667893835,0.0339264395370308,0.470235063097052,-0.788675073217211
"125",493,314826,"p","MAU","pato",0.453852486366246,0.0190438432835821,0.0419604251505946,"spanish",19.0438432835821,"a",0.0146586667893835,0.0339264395370308,0.470235063097052,-0.872381113984428
"126",494,314826,"k","MAU","cama",0.523369295350172,0.0333692953501723,0.0637586034309594,"spanish",33.3692953501723,"a",0.0146586667893835,0.0339264395370308,0.470235063097052,-0.510816314412884
"127",767,314809,"t","MAU","tiro",0.436034974167623,0.0180477037887485,0.0413904958500199,"spanish",18.0477037887485,"i",0.000161998773301851,0.0829977918085703,0.172892982621084,-0.881834489889599
"128",768,314809,"t","MAU","tema",0.348629277927006,0.0231283365138626,0.0663407750817332,"spanish",23.1283365138626,"e",0.000161998773301851,0.0829977918085703,0.172892982621084,-0.467986020827648
"129",769,314809,"t","MAU","talla",0.366044051377727,0.0158210390355913,0.0432216804945843,"spanish",15.8210390355913,"a",0.000161998773301851,0.0829977918085703,0.172892982621084,-0.85146076321966
"130",770,314809,"k","MAU","quiso",0.394228250574053,0.0381462830080367,0.0967619214312782,"spanish",38.1462830080367,"i",0.000161998773301851,0.0829977918085703,0.172892982621084,0.0366073236775487
"131",771,314809,"k","MAU","queja",0.359253125,0.0258996268656717,0.0720929758528104,"spanish",25.8996268656717,"e",0.000161998773301851,0.0829977918085703,0.172892982621084,-0.37257468451597
"132",772,314809,"p","MAU","piso",0.463860874712974,0.0133306902985074,0.0287385529265777,"spanish",13.3306902985074,"i",0.000161998773301851,0.0829977918085703,0.172892982621084,-1.09169134803933
"133",773,314809,"p","MAU","pena",0.333133531859931,0.0152936710677383,0.0459085309796092,"spanish",15.2936710677383,"e",0.000161998773301851,0.0829977918085703,0.172892982621084,-0.806894169415268
"134",774,314809,"p","MAU","pato",0.491399824196326,0.0151764781859931,0.0308841750418082,"spanish",15.1764781859931,"a",0.000161998773301851,0.0829977918085703,0.172892982621084,-1.05610206988628
"135",775,314809,"k","MAU","cama",0.431391895091848,0.0276868183122847,0.0641802004796355,"spanish",27.6868183122847,"a",0.000161998773301851,0.0829977918085703,0.172892982621084,-0.503823314794112
"136",776,314809,"t","MAU","tir",0.493603221871412,0.0474631171067739,0.0961564167406071,"french",47.4631171067739,"i",0.000161998773301851,0.0829977918085703,0.172892982621084,0.0265638613612812
"137",777,314809,"t","MAU","terre",0.455800588404133,0.0268371699196325,0.0588791910374576,"french",26.8371699196325,"e",0.000161998773301851,0.0829977918085703,0.172892982621084,-0.591750773310881
"138",778,314809,"t","MAU","tasse",0.591297969288174,0.0269543628013778,0.0455850758862344,"french",26.9543628013778,"a",0.000161998773301851,0.0829977918085703,0.172892982621084,-0.812259295551143
"139",779,314809,"k","MAU","quitte",0.48606519087256,0.105825172215844,0.217718063755752,"french",105.825172215844,"i",0.000161998773301851,0.0829977918085703,0.172892982621084,2.04289806935373
"140",780,314809,"k","MAU","quelle",0.487991159586682,0.0838931588728644,0.171915325154497,"french",83.8931588728644,"e",0.000161998773301851,0.0829977918085703,0.172892982621084,1.28317137159074
"141",781,314809,"p","MAU","pile",0.524878383323766,0.0448783833237658,0.0855024416124279,"french",44.8783833237658,"i",0.000161998773301851,0.0829977918085703,0.172892982621084,-0.150152850114108
"142",782,314809,"p","MAU","pere",0.607972850889782,0.0509203071182548,0.0837542450188883,"french",50.9203071182548,"e",0.000161998773301851,0.0829977918085703,0.172892982621084,-0.179150060010504
"143",783,314809,"p","MAU","patte",0.600267987809052,0.0254071143767124,0.042326285746883,"french",25.4071143767124,"a",0.000161998773301851,0.0829977918085703,0.172892982621084,-0.866312610852343
"144",784,314809,"t","MAU","tipping",0.662828335246843,0.132828335246843,0.200396283899626,"english",132.828335246843,"i",0.000161998773301851,0.0829977918085703,0.172892982621084,1.75558296524964
"145",785,314809,"t","MAU","teller",0.606277746830511,0.120733790942702,0.199139406936627,"english",120.733790942702,"e",0.000161998773301851,0.0829977918085703,0.172892982621084,1.73473523837229
"146",786,314809,"t","MAU","tacky",0.595444356343283,0.0719857276119403,0.120894130316418,"english",71.9857276119403,"a",0.000161998773301851,0.0829977918085703,0.172892982621084,0.436886519330965
