"","participant","text","tier_name","word","duration","vot","relative_vot","language","vot_ms"
"1","324249","t","MAU","tir",0.435028656836905,0.0429474960855168,0.0987233723814616,"french",42.9474960855168
"2","324249","t","MAU","terre",0.478658360256127,0.0253304070458557,0.0529195959980757,"french",25.3304070458557
"3","324249","t","MAU","tasse",0.338886680519701,0.0237132016484311,0.069973837897865,"french",23.7132016484311
"4","324249","k","MAU","quitte",0.531579315320779,0.0824184975199312,0.155044590984877,"french",82.4184975199313
"5","324249","k","MAU","quelle",0.428447194316877,0.0425410160734788,0.0992911533504306,"french",42.5410160734788
"6","324249","p","MAU","pile",0.470009741771882,0.0184187443907923,0.0391880055961303,"french",18.4187443907923
"7","324249","p","MAU","pere",0.585342241615371,0.0211403947419162,0.0361162978492292,"french",21.1403947419162
"8","324249","t","MAU","tiro",0.309881888633754,0.0196884041331803,0.0635351882615179,"spanish",19.6884041331803
"9","324249","t","MAU","tema",0.324722850814491,0.012682415134217,0.0390561215584493,"spanish",12.682415134217
"10","324249","t","MAU","talla",0.411246488916925,0.0193201563814769,0.0469795047548229,"spanish",19.3201563814769
"11","324249","k","MAU","quiso",0.479636887938465,0.0427841656441097,0.0892011576257218,"spanish",42.7841656441097
"12","324249","k","MAU","queja",0.387445482921929,0.0227061208381167,0.0586046859209146,"spanish",22.7061208381167
"13","324249","p","MAU","piso",0.45243046641791,0.0215986481056256,0.0477391548730826,"spanish",21.5986481056256
"14","324249","p","MAU","pena",0.374288702640643,0.0246105051664753,0.0657527330983965,"spanish",24.6105051664753
"15","324249","p","MAU","pato",0.374859806257176,0.00690266073478774,0.0184139793585981,"spanish",6.90266073478774
"16","324249","k","MAU","cama",0.330128975544731,0.026553616455534,0.0804340679630411,"spanish",26.553616455534
"17","324225","t","MAU","tiro",0.416657385518521,0.0192456945674074,0.0461906958482364,"spanish",19.2456945674074
"18","324225","t","MAU","tema",0.465413117106774,0.0164070034443169,0.0352525591592917,"spanish",16.4070034443169
"19","324225","t","MAU","talla",0.475204247210893,0.0218393777579579,0.0459578757684498,"spanish",21.8393777579579
"20","324225","k","MAU","quiso",0.478807097791153,0.0390252296211252,0.0815051192874073,"spanish",39.0252296211252
"21","324225","k","MAU","queja",0.480488303673938,0.0358610218140069,0.0746345364492835,"spanish",35.8610218140069
"22","324225","p","MAU","piso",0.466830616787995,0.0123052525832377,0.0263591378558316,"spanish",12.3052525832377
"23","324225","p","MAU","pena",0.435516446130507,0.0139536082734785,0.0320392223932162,"spanish",13.9536082734785
"24","324225","p","MAU","pato",0.472176686280138,0.0066656691830308,0.0141168960194619,"spanish",6.6656691830308
"25","324225","k","MAU","cama",0.447879748473041,0.0258589931558522,0.0577364644059334,"spanish",25.8589931558522
"26","324225","t","MAU","tir",0.405205087543054,0.0244347158438577,0.0603020953957333,"french",24.4347158438577
"27","324225","t","MAU","terre",0.513844799240403,0.0158380600513532,0.0308226532111759,"french",15.8380600513532
"28","324225","t","MAU","tasse",0.540593978877189,0.019509876512775,0.0360897036872237,"french",19.509876512775
"29","324225","k","MAU","quitte",0.505280891216992,0.0615262629161883,0.121766455026628,"french",61.5262629161883
"30","324225","k","MAU","quelle",0.412086542049369,0.0267199770378872,0.0648406931830501,"french",26.7199770378872
"31","324225","p","MAU","pile",0.521547233783008,0.0168464767508609,0.0323009607944158,"french",16.8464767508609
"32","324225","p","MAU","pere",0.656313077640643,0.0196005094718714,0.0298645724725349,"french",19.6005094718714
"33","324219","t","MAU","tir",0.501373442020666,0.0525024110218141,0.104717176103735,"french",52.5024110218141
"34","324219","t","MAU","terre",0.373549278846154,0.0235492788461539,0.0630419604045137,"french",23.5492788461539
"35","324219","t","MAU","tasse",0.520046467708632,0.0307045350172216,0.0590419066828937,"french",30.7045350172216
"36","324219","k","MAU","quitte",0.313742303041279,0.0457805810142969,0.145917782111371,"french",45.7805810142969
"37","324219","k","MAU","quelle",0.492901503300804,0.0329015033008038,0.0667506653570194,"french",32.9015033008038
"38","324219","p","MAU","pile",0.493661129448909,0.0202157721010333,0.0409507066590413,"french",20.2157721010333
"39","324219","p","MAU","pere",0.647566571587794,0.0226949684509155,0.0350465410764931,"french",22.6949684509155
"40","324219","p","MAU","patte",0.527040879735936,0.0161726176808267,0.0306856987809554,"french",16.1726176808267
"41","324219","t","MAU","tiro",0.529811102972988,0.0187462575853028,0.0353829081348236,"spanish",18.7462575853028
"42","324219","t","MAU","tema",0.613974640682138,0.0207339933730184,0.0337701136157391,"spanish",20.7339933730184
"43","324219","t","MAU","talla",0.504803989667049,0.0178133180252582,0.0352875935806435,"spanish",17.8133180252582
"44","324219","k","MAU","quiso",0.596483387727289,0.0385564580941447,0.0646396176112328,"spanish",38.5564580941447
"45","324219","k","MAU","queja",0.539200189202633,0.0303731966994272,0.0563300928071685,"spanish",30.3731966994272
"46","324219","p","MAU","piso",0.621067102147422,0.0340738822077314,0.0548634472666745,"spanish",34.0738822077314
"47","324219","p","MAU","pena",0.530811563576349,0.0283020809414467,0.0533185086450663,"spanish",28.3020809414467
"48","324219","p","MAU","pato",0.545502493541906,0.0106938504592422,0.01960366925146,"spanish",10.6938504592422
"49","324219","k","MAU","cama",0.503388747847302,0.0233887478473018,0.046462595652608,"spanish",23.3887478473018
"50","324192","t","MAU","tiro",0.486499777841585,0.0234014017529678,0.0481015671924681,"spanish",23.4014017529678
"51","324192","t","MAU","tema",0.576072615855184,0.0181479831715645,0.0315029436777232,"spanish",18.1479831715645
"52","324192","t","MAU","talla",0.47201500063092,0.0181063002296211,0.0383595864653015,"spanish",18.1063002296211
"53","324192","k","MAU","quiso",0.588217886479621,0.0520564473306543,0.0884985793992134,"spanish",52.0564473306543
"54","324192","k","MAU","queja",0.475498758610792,0.0332241819747416,0.0698722791029124,"spanish",33.2241819747416
"55","324192","p","MAU","piso",0.514903314364416,0.0246105051664753,0.0477963619186525,"spanish",24.6105051664753
"56","324192","p","MAU","pena",0.483307445746986,0.0130084098737083,0.026915393065387,"spanish",13.0084098737083
"57","324192","p","MAU","pato",0.523963877726751,0.0256652411021814,0.048982844415786,"spanish",25.6652411021814
"58","324192","k","MAU","cama",0.567086192008467,0.0325503229047072,0.0573992514073084,"spanish",32.5503229047072
"59","324192","t","MAU","tir",0.317772416762342,0.0250792766934558,0.0789221322258824,"french",25.0792766934558
"60","324192","t","MAU","terre",0.585189979190586,0.0289173435706085,0.0494153088721819,"french",28.9173435706085
"61","324192","t","MAU","tasse",0.443744600315729,0.0253429606773823,0.0571115922522788,"french",25.3429606773823
"62","324192","k","MAU","quitte",0.468003986079219,0.0750620407577497,0.160387609914596,"french",75.0620407577497
"63","324192","k","MAU","quelle",0.439380543197474,0.0421894374282434,0.0960202678098149,"french",42.1894374282434
"64","324192","p","MAU","pile",0.567528264925373,0.0124810419058554,0.0219919300539095,"french",12.4810419058554
"65","324192","p","MAU","pere",0.653945034443169,0.0131256027554535,0.0200714158899148,"french",13.1256027554535
"66","324192","p","MAU","patte",0.569667035017222,0.02425892652124,0.0425843958488955,"french",24.25892652124
"67","324185","t","MAU","tir",0.331282599203502,0.0228526119402985,0.0689822284516081,"french",22.8526119402985
"68","324185","t","MAU","terre",0.471241670377619,0.0219150688863375,0.0465049469601794,"french",21.9150688863375
"69","324185","t","MAU","tasse",0.479800999423818,0.0127149719517348,0.026500511601693,"french",12.7149719517348
"70","324185","k","MAU","quitte",0.46749409226697,0.0857265929965557,0.183374708717389,"french",85.7265929965557
"71","324185","k","MAU","quelle",0.443123900688864,0.0495725889781858,0.111870718101917,"french",49.5725889781858
"72","324185","p","MAU","pile",0.528241188289323,0.0234385763490241,0.0443709746014478,"french",23.4385763490241
"73","324185","p","MAU","pere",0.549389922295684,0.0208346715403951,0.0379232867128965,"french",20.8346715403951
"74","324185","p","MAU","patte",0.559393965269805,0.0166999856486797,0.0298537107754193,"french",16.6999856486797
"75","324185","t","MAU","tiro",0.39893480912744,0.0290052382319173,0.0727067118945028,"spanish",29.0052382319173
"76","324185","t","MAU","tema",0.35527276119403,0.0182820895522389,0.0514593054947273,"spanish",18.2820895522389
"77","324185","t","MAU","talla",0.425804703645235,0.0161140212399541,0.0378436900814034,"spanish",16.1140212399541
"78","324185","k","MAU","quiso",0.450820809414466,0.0733627439724456,0.162731494288674,"spanish",73.3627439724456
"79","324185","k","MAU","queja",0.584008224408188,0.0561939867967854,0.0962212250584833,"spanish",56.1939867967854
"80","324185","p","MAU","piso",0.421278666762342,0.0166999856486796,0.0396411851970197,"spanish",16.6999856486796
"81","324185","p","MAU","pena",0.460946669698802,0.0100199913892078,0.0217378539598849,"spanish",10.0199913892078
"82","324185","p","MAU","pato",0.594933987031671,0.0278936020093585,0.0468852051107876,"spanish",27.8936020093585
"83","324185","k","MAU","cama",0.464873234891827,0.0476389064293916,0.102477197768714,"spanish",47.6389064293916
"84","324183","t","MAU","tiro",0.316360928530425,0.0291224311136624,0.0920544494825684,"spanish",29.1224311136624
"85","324183","t","MAU","tema",0.364150351607348,0.0226768226176809,0.062273241032409,"spanish",22.6768226176809
"86","324183","t","MAU","talla",0.39683429419507,0.0200692809988519,0.0505734541908984,"spanish",20.0692809988519
"87","324183","k","MAU","quiso",0.475945235531178,0.0465841704936855,0.0978771653038931,"spanish",46.5841704936855
"88","324183","k","MAU","queja",0.377339433840413,0.0432734715843858,0.114680491100454,"spanish",43.2734715843858
"89","324183","p","MAU","piso",0.395541098593571,0.0106938504592423,0.0270360033313012,"spanish",10.6938504592423
"90","324183","p","MAU","pena",0.380961269374282,0.0241710318599312,0.0634474782689363,"spanish",24.1710318599312
"91","324183","p","MAU","pato",0.421051566119224,0.0241417336394948,0.0573367624825765,"spanish",24.1417336394948
"92","324183","k","MAU","cama",0.419789340556831,0.0224131386337543,0.0533913953222926,"spanish",22.4131386337543
"93","324183","t","MAU","terre",0.315494695886015,0.044240312858783,0.140225219110392,"french",44.240312858783
"94","324183","t","MAU","tasse",0.710787107895158,0.028528995310372,0.0401371873427114,"french",28.528995310372
"95","324183","k","MAU","quitte",0.413128467061747,0.0529711825487945,0.128219638132265,"french",52.9711825487945
"96","324183","k","MAU","quelle",0.3366893010907,0.0266893010907004,0.0792698223681025,"french",26.6893010907004
"97","324183","p","MAU","pile",0.490360885476464,0.0203608854764639,0.0415222463281916,"french",20.3608854764639
"98","324183","p","MAU","pere",0.562050416188289,0.0178133180252583,0.0316934522459117,"french",17.8133180252583
"99","324183","p","MAU","patte",0.530947079506315,0.0372087399540759,0.0700799409023463,"french",37.2087399540759
"100","324178","t","MAU","tiro",0.433207388970652,0.0339859357060849,0.0784518837198028,"spanish",33.9859357060849
"101","324178","t","MAU","tema",0.27281602554535,0.0388494402985075,0.142401606433672,"spanish",38.8494402985075
"102","324178","t","MAU","talla",0.387724045637199,0.0223252439724455,0.0575802409565686,"spanish",22.3252439724455
"103","324178","k","MAU","quiso",0.419399218867322,0.0543774971297359,0.129655694821259,"spanish",54.3774971297359
"104","324178","k","MAU","queja",0.319205295493685,0.0718122954936855,0.22497213081199,"spanish",71.8122954936855
"105","324178","p","MAU","piso",0.353393480912744,0.0295326061997704,0.0835686219323956,"spanish",29.5326061997704
"106","324178","p","MAU","pena",0.467909141791045,0.0210947187141217,0.0450829377544883,"spanish",21.0947187141217
"107","324178","p","MAU","pato",0.29532706673364,0.0172273536165327,0.0583331348767648,"spanish",17.2273536165327
"108","324178","k","MAU","cama",0.464252895378875,0.0390252296211252,0.0840602826812245,"spanish",39.0252296211252
"109","324178","t","MAU","tir",0.50548173137199,0.0583309491067668,0.115396750241485,"french",58.3309491067668
"110","324178","t","MAU","terre",0.476586757736438,0.0397283869115959,0.0833602408516068,"french",39.7283869115959
"111","324178","t","MAU","tasse",0.409701905137773,0.0205087543053961,0.0500577469819173,"french",20.5087543053961
"112","324178","k","MAU","quitte",0.536262349311137,0.111157448335247,0.207281843444791,"french",111.157448335247
"113","324178","k","MAU","quelle",0.401397926234214,0.0813979262342136,0.202786115508525,"french",81.3979262342136
"114","324178","p","MAU","pile",0.358827611940298,0.0288276119402985,0.0803383323385236,"french",28.8276119402985
"115","324178","p","MAU","pere",0.447578473019518,0.0445332950631459,0.0994982952658759,"french",44.5332950631459
"116","324178","p","MAU","patte",0.481624842135477,0.0274231343283582,0.0569387870583393,"french",27.4231343283582
"117","324171","t","MAU","tiro",0.375294234732168,0.0231455941446612,0.0616731939971826,"spanish",23.1455941446612
"118","324171","t","MAU","tema",0.387555485074627,0.0179305109070034,0.0462656615569528,"spanish",17.9305109070034
"119","324171","t","MAU","talla",0.450715783823371,0.014942092422503,0.0331519173696357,"spanish",14.942092422503
"120","324171","k","MAU","quiso",0.40806608783008,0.033741783869116,0.0826870570121135,"spanish",33.741783869116
"121","324171","k","MAU","queja",0.368383558612407,0.031480937858783,0.0854569568125204,"spanish",31.480937858783
"122","324171","p","MAU","piso",0.482450595579793,0.0124505955797933,0.0258069856144143,"spanish",12.4505955797933
"123","324171","p","MAU","pena",0.484138638692684,0.014269319580235,0.0294736227184146,"spanish",14.269319580235
"124","324171","k","MAU","cama",0.323538729720329,0.0233799799081515,0.0722633111910946,"spanish",23.3799799081515
