"","X","participant","text","tier_name","word","duration","vot","relative_vot","language","vot_ms","vowel","sp_eng_p","fr_sp_p","fr_eng_p"
"57",206,314841,"k","MAU","quitte",0.572080387637593,0.073421340413318,0.128340949978222,"french",73.421340413318,"i",0.804749632686773,0.532674013033025,0.415410348507996
"58",207,314841,"k","MAU","quelle",0.493647858065442,0.0436836466704937,0.0884915146632778,"french",43.6836466704937,"e",0.804749632686773,0.532674013033025,0.415410348507996
"59",208,314841,"p","MAU","pile",0.485706662600459,0.0139459529276693,0.0287127066633245,"french",13.9459529276693,"i",0.804749632686773,0.532674013033025,0.415410348507996
"60",209,314841,"p","MAU","pere",0.685278333094145,0.0181063002296211,0.0264218192159501,"french",18.1063002296211,"e",0.804749632686773,0.532674013033025,0.415410348507996
"61",210,314841,"t","MAU","tiro",0.258562779850746,0.0283020809414467,0.109459222854055,"spanish",28.3020809414467,"i",0.804749632686773,0.532674013033025,0.415410348507996
"62",211,314841,"t","MAU","tema",0.26594196684845,0.0177254233639494,0.0666514712739959,"spanish",17.7254233639494,"e",0.804749632686773,0.532674013033025,0.415410348507996
"63",212,314841,"t","MAU","talla",0.296087815729047,0.0214398260917925,0.0724103625777439,"spanish",21.4398260917925,"a",0.804749632686773,0.532674013033025,0.415410348507996
"64",213,314841,"k","MAU","quiso",0.568038167336395,0.0865469431687715,0.152361140756794,"spanish",86.5469431687715,"i",0.804749632686773,0.532674013033025,0.415410348507996
"65",214,314841,"k","MAU","queja",0.508978823376328,0.0471994331228474,0.0927335892085811,"spanish",47.1994331228474,"e",0.804749632686773,0.532674013033025,0.415410348507996
"66",215,314841,"p","MAU","piso",0.410748360361654,0.0219736653272102,0.0534966598719054,"spanish",21.9736653272102,"i",0.804749632686773,0.532674013033025,0.415410348507996
"67",216,314841,"p","MAU","pena",0.479199181974742,0.0205087543053961,0.0427979743639819,"spanish",20.5087543053961,"e",0.804749632686773,0.532674013033025,0.415410348507996
"68",217,314841,"p","MAU","pato",0.262861907969468,0.0120122703788748,0.0456980262818073,"spanish",12.0122703788748,"a",0.804749632686773,0.532674013033025,0.415410348507996
"69",244,314838,"t","MAU","tiro",0.419037352898966,0.0190373528989666,0.0454311596979677,"spanish",19.0373528989666,"i",0.259993366127208,0.343174936129837,0.78587406626806
"70",245,314838,"t","MAU","tema",0.472492059414466,0.00966841274397234,0.0204625930771279,"spanish",9.66841274397234,"e",0.259993366127208,0.343174936129837,0.78587406626806
"71",246,314838,"t","MAU","talla",0.422646024684271,0.0147458524684272,0.0348893674782409,"spanish",14.7458524684272,"a",0.259993366127208,0.343174936129837,0.78587406626806
"72",247,314838,"k","MAU","quiso",0.406586068455798,0.0437715413318025,0.107656274348124,"spanish",43.7715413318025,"i",0.259993366127208,0.343174936129837,0.78587406626806
"73",248,314838,"k","MAU","queja",0.457070637198622,0.0285950631458094,0.0625615841810973,"spanish",28.5950631458094,"e",0.259993366127208,0.343174936129837,0.78587406626806
"74",249,314838,"p","MAU","piso",0.418768097014925,0.0144147244546498,0.0344217349826818,"spanish",14.4147244546498,"i",0.259993366127208,0.343174936129837,0.78587406626806
"75",250,314838,"p","MAU","pena",0.407762880309989,0.0149420924225029,0.0366440721900523,"spanish",14.9420924225029,"e",0.259993366127208,0.343174936129837,0.78587406626806
"76",251,314838,"p","MAU","pato",0.406307964982779,0.0127740241102183,0.0314392658060734,"spanish",12.7740241102183,"a",0.259993366127208,0.343174936129837,0.78587406626806
"77",252,314838,"k","MAU","cama",0.397411990528128,0.0404315442020665,0.101737101963975,"spanish",40.4315442020665,"a",0.259993366127208,0.343174936129837,0.78587406626806
"78",253,314838,"t","MAU","tipping",0.430228813863376,0.0464083811710677,0.10786906798345,"english",46.4083811710677,"i",0.259993366127208,0.343174936129837,0.78587406626806
"79",254,314838,"t","MAU","teller",0.536404169058554,0.0319936567164179,0.059644683173455,"english",31.9936567164179,"e",0.259993366127208,0.343174936129837,0.78587406626806
"80",255,314838,"t","MAU","tacky",0.476307964982778,0.0104301664753158,0.0218979467951852,"english",10.4301664753158,"a",0.259993366127208,0.343174936129837,0.78587406626806
"81",256,314838,"p","MAU","penny",0.415165104764638,0.0202157721010333,0.0486933315662304,"english",20.2157721010333,"e",0.259993366127208,0.343174936129837,0.78587406626806
"82",257,314838,"p","MAU","pass",0.449314593857635,0.0105166834098733,0.0234060579238731,"english",10.5166834098733,"a",0.259993366127208,0.343174936129837,0.78587406626806
"83",258,314838,"p","MAU","parrot",0.539296383467279,0.0182820895522389,0.033899892735602,"english",18.2820895522389,"a",0.259993366127208,0.343174936129837,0.78587406626806
"84",259,314838,"k","MAU","kitten",0.413153401262916,0.0714700975176901,0.172986830797525,"english",71.4700975176901,"i",0.259993366127208,0.343174936129837,0.78587406626806
"85",260,314838,"k","MAU","kennel",0.453502210636302,0.0729395881171067,0.160836234987182,"english",72.9395881171067,"e",0.259993366127208,0.343174936129837,0.78587406626806
"86",261,314838,"k","MAU","cabbage",0.596929717996556,0.0458810132032146,0.0768616669935661,"english",45.8810132032146,"a",0.259993366127208,0.343174936129837,0.78587406626806
"87",262,314838,"t","MAU","tir",0.472696042663777,0.0451844711567568,0.0955888500824535,"french",45.1844711567568,"i",0.259993366127208,0.343174936129837,0.78587406626806
"88",263,314838,"t","MAU","terre",0.50478878310441,0.0379732839970428,0.0752260851826187,"french",37.9732839970428,"e",0.259993366127208,0.343174936129837,0.78587406626806
"89",264,314838,"t","MAU","tasse",0.667616618828932,0.01945401836969,0.0291395058496511,"french",19.45401836969,"a",0.259993366127208,0.343174936129837,0.78587406626806
"90",265,314838,"k","MAU","quitte",0.787728045457269,0.103217630597015,0.131032062641743,"french",103.217630597015,"i",0.259993366127208,0.343174936129837,0.78587406626806
"91",266,314838,"k","MAU","quelle",0.691690908438577,0.0816909084385766,0.118103198179929,"french",81.6909084385766,"e",0.259993366127208,0.343174936129837,0.78587406626806
"92",267,314838,"p","MAU","pile",0.66,0.0581454255166476,0.0880991295706782,"french",58.1454255166476,"i",0.259993366127208,0.343174936129837,0.78587406626806
"93",268,314838,"p","MAU","pere",0.655229221147636,0.0129056576340745,0.0196964012250097,"french",12.9056576340745,"e",0.259993366127208,0.343174936129837,0.78587406626806
"94",269,314838,"p","MAU","patte",0.58992313937518,0.00937543053960965,0.0158926306053017,"french",9.37543053960965,"a",0.259993366127208,0.343174936129837,0.78587406626806
"95",296,314836,"t","MAU","tipping",0.527784019804822,0.0332241819747418,0.0629503371228031,"english",33.2241819747418,"i",0.302359671710767,0.234396918404672,0.59249349173013
"96",297,314836,"t","MAU","teller",0.473773898536165,0.0380290901262916,0.080268436576585,"english",38.0290901262916,"e",0.302359671710767,0.234396918404672,0.59249349173013
"97",298,314836,"t","MAU","tacky",0.521784568046965,0.0287415542479909,0.0550831818494944,"english",28.7415542479909,"a",0.302359671710767,0.234396918404672,0.59249349173013
"98",299,314836,"p","MAU","penny",0.438242566016073,0.0482425660160735,0.110081881033674,"english",48.2425660160735,"e",0.302359671710767,0.234396918404672,0.59249349173013
"99",300,314836,"p","MAU","pass",0.399001157641899,0.021563490241102,0.0540436783906656,"english",21.563490241102,"a",0.302359671710767,0.234396918404672,0.59249349173013
"100",301,314836,"p","MAU","parrot",0.518476951779564,0.0484769517795636,0.0934987594206002,"english",48.4769517795636,"a",0.302359671710767,0.234396918404672,0.59249349173013
"101",302,314836,"k","MAU","kitten",0.440541328214696,0.0305413282146957,0.0693268173918328,"english",30.5413282146957,"i",0.302359671710767,0.234396918404672,0.59249349173013
"102",303,314836,"k","MAU","kennel",0.491807182835821,0.0376189150401837,0.076491186694892,"english",37.6189150401837,"e",0.302359671710767,0.234396918404672,0.59249349173013
"103",304,314836,"k","MAU","cabbage",0.610620834529277,0.0418378587830081,0.0685169198579026,"english",41.8378587830081,"a",0.302359671710767,0.234396918404672,0.59249349173013
"104",305,314836,"t","MAU","tir",0.275810354477612,0.0258103544776119,0.0935800779724062,"french",25.8103544776119,"i",0.302359671710767,0.234396918404672,0.59249349173013
"105",306,314836,"t","MAU","terre",0.410457857347876,0.0188680539609645,0.0459683098354558,"french",18.8680539609645,"e",0.302359671710767,0.234396918404672,0.59249349173013
"106",307,314836,"t","MAU","tasse",0.35207959242482,0.0206651618826944,0.0586945745431328,"french",20.6651618826944,"a",0.302359671710767,0.234396918404672,0.59249349173013
"107",308,314836,"k","MAU","quitte",0.410032320236487,0.0591650167696396,0.144293544312595,"french",59.1650167696396,"i",0.302359671710767,0.234396918404672,0.59249349173013
"108",309,314836,"k","MAU","quelle",0.674398988231917,0.0667999425947188,0.0990510717844481,"french",66.7999425947188,"e",0.302359671710767,0.234396918404672,0.59249349173013
"109",310,314836,"p","MAU","pile",0.415600154276693,0.0385564580941447,0.0927729638629416,"french",38.5564580941447,"i",0.302359671710767,0.234396918404672,0.59249349173013
"110",311,314836,"p","MAU","pere",0.562928903559127,0.0241417336394948,0.0428859372593204,"french",24.1417336394948,"e",0.302359671710767,0.234396918404672,0.59249349173013
"111",312,314836,"p","MAU","patte",0.345380417623421,0.0266613805970149,0.0771942450601952,"french",26.661380597015,"a",0.302359671710767,0.234396918404672,0.59249349173013
"112",313,314836,"t","MAU","tiro",0.238632749712974,0.0186327497129736,0.0780812765028478,"spanish",18.6327497129736,"i",0.302359671710767,0.234396918404672,0.59249349173013
"113",314,314836,"t","MAU","tema",0.382728928673938,0.0178426162456946,0.0466194606911866,"spanish",17.8426162456946,"e",0.302359671710767,0.234396918404672,0.59249349173013
"114",315,314836,"t","MAU","talla",0.361230066016074,0.013594374282434,0.0376335625446779,"spanish",13.594374282434,"a",0.302359671710767,0.234396918404672,0.59249349173013
"115",316,314836,"k","MAU","quiso",0.397732893226177,0.0426582089552239,0.107253409717274,"spanish",42.6582089552239,"i",0.302359671710767,0.234396918404672,0.59249349173013
"116",317,314836,"k","MAU","queja",0.431236097158438,0.0326089193455797,0.0756173232260727,"spanish",32.6089193455797,"e",0.302359671710767,0.234396918404672,0.59249349173013
"117",318,314836,"p","MAU","piso",0.42503837543054,0.0250383754305397,0.0589085053912537,"spanish",25.0383754305397,"i",0.302359671710767,0.234396918404672,0.59249349173013
"118",319,314836,"p","MAU","pena",0.321581644661309,0.0183992824339838,0.0572149646580793,"spanish",18.3992824339838,"e",0.302359671710767,0.234396918404672,0.59249349173013
"119",320,314836,"p","MAU","pato",0.412387575344432,0.0197762987944891,0.04795561257628,"spanish",19.7762987944891,"a",0.302359671710767,0.234396918404672,0.59249349173013
"120",321,314836,"k","MAU","cama",0.337147847301952,0.0241417336394948,0.0716057772063225,"spanish",24.1417336394948,"a",0.302359671710767,0.234396918404672,0.59249349173013
"121",396,314830,"t","MAU","tir",0.561244026262916,0.0229698048220436,0.0409265911924083,"french",22.9698048220436,"i",0.207414071885925,0.306134283065282,0.0639682573410202
"122",397,314830,"t","MAU","terre",0.523465807979334,0.0234658079793341,0.0448277759915514,"french",23.4658079793341,"e",0.207414071885925,0.306134283065282,0.0639682573410202
"123",398,314830,"t","MAU","tasse",0.556996702784156,0.043185576923077,0.0775329130445714,"french",43.185576923077,"a",0.207414071885925,0.306134283065282,0.0639682573410202
"124",399,314830,"k","MAU","quitte",0.481240061710677,0.042775401836969,0.0888857874486055,"french",42.775401836969,"i",0.207414071885925,0.306134283065282,0.0639682573410202
"125",400,314830,"k","MAU","quelle",0.570576657577497,0.0351578645235361,0.0616181262528443,"french",35.1578645235361,"e",0.207414071885925,0.306134283065282,0.0639682573410202
"126",401,314830,"p","MAU","pile",0.622718684308509,0.0117003864820203,0.0187892009294901,"french",11.7003864820203,"i",0.207414071885925,0.306134283065282,0.0639682573410202
"127",402,314830,"p","MAU","pere",0.592196677669346,0.0198641934557979,0.0335432369090209,"french",19.8641934557979,"e",0.207414071885925,0.306134283065282,0.0639682573410202
"128",403,314830,"p","MAU","patte",0.611658858841699,0.0125980808626215,0.0205965803985551,"french",12.5980808626215,"a",0.207414071885925,0.306134283065282,0.0639682573410202
"129",404,314830,"t","MAU","tiro",0.450828279276693,0.00843788748564867,0.0187164112668051,"spanish",8.43788748564867,"i",0.207414071885925,0.306134283065282,0.0639682573410202
"130",405,314830,"t","MAU","tema",0.52747989380023,0.016524196326062,0.0313266847140152,"spanish",16.524196326062,"e",0.207414071885925,0.306134283065282,0.0639682573410202
"131",406,314830,"t","MAU","talla",0.523319087256028,0.0182820895522389,0.0349348800711612,"spanish",18.2820895522389,"a",0.207414071885925,0.306134283065282,0.0639682573410202
"132",407,314830,"k","MAU","quiso",0.535502493541906,0.0297376937428244,0.0555323160983513,"spanish",29.7376937428244,"i",0.207414071885925,0.306134283065282,0.0639682573410202
"133",408,314830,"k","MAU","queja",0.504520773536165,0.0345207735361651,0.0684228982172735,"spanish",34.5207735361651,"e",0.207414071885925,0.306134283065282,0.0639682573410202
"134",409,314830,"p","MAU","piso",0.598389171253873,0.0138094945283229,0.0230777814701865,"spanish",13.8094945283229,"i",0.207414071885925,0.306134283065282,0.0639682573410202
"135",410,314830,"p","MAU","pena",0.519337194962479,0.0199754914131962,0.0384634330199272,"spanish",19.9754914131962,"e",0.207414071885925,0.306134283065282,0.0639682573410202
"136",411,314830,"p","MAU","pato",0.549525867903452,0.00820350172215845,0.0149283267655013,"spanish",8.20350172215845,"a",0.207414071885925,0.306134283065282,0.0639682573410202
"137",412,314830,"k","MAU","cama",0.4926308086969,0.0226308086969002,0.0459386792246365,"spanish",22.6308086969002,"a",0.207414071885925,0.306134283065282,0.0639682573410202
"138",413,314830,"t","MAU","tipping",0.772466622416762,0.025635942881745,0.033187120501776,"english",25.635942881745,"i",0.207414071885925,0.306134283065282,0.0639682573410202
"139",414,314830,"t","MAU","teller",0.625125581228473,0.0217392795637199,0.0347758597896421,"english",21.7392795637199,"e",0.207414071885925,0.306134283065282,0.0639682573410202
"140",415,314830,"t","MAU","tacky",0.607977733926521,0.0144147244546498,0.0237092966572225,"english",14.4147244546498,"a",0.207414071885925,0.306134283065282,0.0639682573410202
"141",416,314830,"p","MAU","penny",0.496263023823193,0.00966841274397234,0.0194824362884972,"english",9.66841274397234,"e",0.207414071885925,0.306134283065282,0.0639682573410202
"142",417,314830,"p","MAU","pass",0.594613729475536,0.0129639546175332,0.0218023129552823,"english",12.9639546175332,"a",0.207414071885925,0.306134283065282,0.0639682573410202
"143",418,314830,"p","MAU","parrot",0.626732100315729,0.0098442020665902,0.0157071930121833,"english",9.8442020665902,"a",0.207414071885925,0.306134283065282,0.0639682573410202
"144",419,314830,"k","MAU","kennel",0.652827048650976,0.0257824339839265,0.0394935136912667,"english",25.7824339839265,"e",0.207414071885925,0.306134283065282,0.0639682573410202
"145",420,314830,"k","MAU","cabbage",0.672704972732491,0.0240245407577497,0.0357133390290893,"english",24.0245407577497,"a",0.207414071885925,0.306134283065282,0.0639682573410202
"146",421,314829,"t","MAU","tiro",0.24771427956372,0.028840117237291,0.116424928300802,"spanish",28.840117237291,"i",0.643294470888396,0.46922276889797,0.746212210613391
"147",422,314829,"t","MAU","tema",0.336165618932771,0.0311567120540115,0.0926826251682879,"spanish",31.1567120540115,"e",0.643294470888396,0.46922276889797,0.746212210613391
"148",423,314829,"t","MAU","talla",0.421567238805971,0.033985935706085,0.0806180665327442,"spanish",33.985935706085,"a",0.643294470888396,0.46922276889797,0.746212210613391
"149",424,314829,"k","MAU","quiso",0.552335846193764,0.123588185242781,0.223755503276579,"spanish",123.588185242781,"i",0.643294470888396,0.46922276889797,0.746212210613391
"150",425,314829,"k","MAU","queja",0.476677732672635,0.0393346672668626,0.0825183652828111,"spanish",39.3346672668626,"e",0.643294470888396,0.46922276889797,0.746212210613391
"151",426,314829,"p","MAU","piso",0.540718271254865,0.0233488232185087,0.0431811249217125,"spanish",23.3488232185087,"i",0.643294470888396,0.46922276889797,0.746212210613391
"152",427,314829,"p","MAU","pena",0.418310112179088,0.00936606759697378,0.0223902490623128,"spanish",9.36606759697378,"e",0.643294470888396,0.46922276889797,0.746212210613391
"153",428,314829,"p","MAU","pato",0.489746541331802,0.0257824339839265,0.0526444432130435,"spanish",25.7824339839265,"a",0.643294470888396,0.46922276889797,0.746212210613391
"154",429,314829,"k","MAU","cama",0.377918180252583,0.0360954075774971,0.0955111700457823,"spanish",36.0954075774971,"a",0.643294470888396,0.46922276889797,0.746212210613391
"155",430,314829,"t","MAU","tipping",0.765319128297395,0.0473752224454649,0.0619025720039959,"english",47.3752224454649,"i",0.643294470888396,0.46922276889797,0.746212210613391
"156",431,314829,"t","MAU","teller",0.45637632749713,0.0601199483352468,0.13173327517875,"english",60.1199483352468,"e",0.643294470888396,0.46922276889797,0.746212210613391
"157",432,314829,"t","MAU","tacky",0.39098172000574,0.0409817200057405,0.10481748355176,"english",40.9817200057405,"a",0.643294470888396,0.46922276889797,0.746212210613391
"158",433,314829,"p","MAU","penny",0.391762546641791,0.0162605123421355,0.0415060410483889,"english",16.2605123421355,"e",0.643294470888396,0.46922276889797,0.746212210613391
"159",434,314829,"p","MAU","pass",0.549902234513105,0.0134765184737908,0.0245071171345998,"english",13.4765184737908,"a",0.643294470888396,0.46922276889797,0.746212210613391
"160",435,314829,"p","MAU","parrot",0.58962913935148,0.0144159823434701,0.0244492366156223,"english",14.4159823434701,"a",0.643294470888396,0.46922276889797,0.746212210613391
"161",436,314829,"k","MAU","kitten",0.594756766647532,0.0779332663605052,0.131033845650537,"english",77.9332663605052,"i",0.643294470888396,0.46922276889797,0.746212210613391
"162",437,314829,"k","MAU","kennel",0.446055884041332,0.0660558840413319,0.148088807713634,"english",66.0558840413319,"e",0.643294470888396,0.46922276889797,0.746212210613391
"163",438,314829,"k","MAU","cabbage",0.81230806902985,0.0262805037313432,0.0323528778468621,"english",26.2805037313432,"a",0.643294470888396,0.46922276889797,0.746212210613391
"164",439,314829,"t","MAU","terre",0.638343741912258,0.023836615434923,0.0373413474118454,"french",23.836615434923,"e",0.643294470888396,0.46922276889797,0.746212210613391
"165",440,314829,"t","MAU","tasse",0.657306920924225,0.0174324411595868,0.0265210065566865,"french",17.4324411595868,"a",0.643294470888396,0.46922276889797,0.746212210613391
"166",441,314829,"k","MAU","quitte",0.400881763059701,0.0533227611940297,0.133013686596885,"french",53.3227611940297,"i",0.643294470888396,0.46922276889797,0.746212210613391
"167",442,314829,"k","MAU","quelle",0.492778218283582,0.0254308553386913,0.0516071011159354,"french",25.4308553386913,"e",0.643294470888396,0.46922276889797,0.746212210613391
