"","X","participant","text","tier_name","word","duration","vot","relative_vot","language","vot_ms","sp_eng_p","fr_sp_p","fr_eng_p","relative_vot_z"
"24",24,314864,"k","MAU","kennel",0.445499906716418,0.111216044776119,0.24964325042365,"english",111.216044776119,0.00256279166094876,0.15505012777032,0.0195251427762702,2.57470948226391
"25",25,314864,"k","MAU","cabbage",0.812823543340987,0.0895939580941448,0.110225594261065,"english",89.5939580941448,0.00256279166094876,0.15505012777032,0.0195251427762702,0.256547686809232
"26",51,314860,"t","MAU","tiro",0.701713327149284,0.0180686738954225,0.0257493668658492,"spanish",18.0686738954225,0.00178496974998994,0.229784238806919,0.0874487186952452,-1.1480775834891
"27",52,314860,"t","MAU","tema",0.719159320887809,0.0165241963260618,0.0229771009651416,"spanish",16.5241963260618,0.00178496974998994,0.229784238806919,0.0874487186952452,-1.19417332971487
"28",53,314860,"t","MAU","talla",0.687086817259415,0.0243918886403449,0.0355004462720401,"spanish",24.3918886403449,0.00178496974998994,0.229784238806919,0.0874487186952452,-0.985941880120832
"29",54,314860,"k","MAU","quiso",0.67390223521814,0.06111608783008,0.0906898428824724,"spanish",61.11608783008,0.00178496974998994,0.229784238806919,0.0874487186952452,-0.0682822790491961
"30",55,314860,"k","MAU","queja",0.660308872703789,0.0268664681400688,0.0406877285020535,"spanish",26.8664681400688,0.00178496974998994,0.229784238806919,0.0874487186952452,-0.899690541381965
"31",56,314860,"p","MAU","piso",0.645091399971297,0.0164070034443169,0.025433610562855,"spanish",16.4070034443169,0.00178496974998994,0.229784238806919,0.0874487186952452,-1.15332780945347
"32",57,314860,"p","MAU","pena",0.5113598740209,0.0128551825450728,0.0251392086046771,"spanish",12.8551825450728,0.00178496974998994,0.229784238806919,0.0874487186952452,-1.15822296685849
"33",58,314860,"p","MAU","pato",0.719082526613226,0.0125410969775896,0.0174404140184804,"spanish",12.5410969775896,0.00178496974998994,0.229784238806919,0.0874487186952452,-1.28623438214122
"34",59,314860,"k","MAU","cama",0.650222134634395,0.0419269419364952,0.0644809515137003,"spanish",41.9269419364952,0.00178496974998994,0.229784238806919,0.0874487186952452,-0.504069627256061
"35",60,314860,"t","MAU","tipping",0.770768703358209,0.0952192164179104,0.12353799006504,"english",95.2192164179104,0.00178496974998994,0.229784238806919,0.0874487186952452,0.477899043647118
"36",61,314860,"t","MAU","teller",0.794932326349024,0.106352540183697,0.133788168701296,"english",106.352540183697,0.00178496974998994,0.229784238806919,0.0874487186952452,0.648333500552951
"37",62,314860,"t","MAU","tacky",0.744925366676234,0.0865762413892077,0.116221362920557,"english",86.5762413892077,0.00178496974998994,0.229784238806919,0.0874487186952452,0.356242103021552
"38",63,314860,"p","MAU","penny",0.597505970788886,0.0253894640362951,0.0424924022144471,"english",25.3894640362951,0.00178496974998994,0.229784238806919,0.0874487186952452,-0.869683397606334
"39",64,314860,"p","MAU","pass",0.7,0.0713244510619977,0.101892072945711,"english",71.3244510619977,0.00178496974998994,0.229784238806919,0.0874487186952452,0.117982376886561
"40",65,314860,"p","MAU","parrot",0.765127188576349,0.0189852468427094,0.0248131907036721,"english",18.9852468427094,0.00178496974998994,0.229784238806919,0.0874487186952452,-1.16364381715497
"41",66,314860,"k","MAU","kitten",0.497852382319174,0.0457052238805972,0.0918047708593579,"english",45.7052238805972,0.00178496974998994,0.229784238806919,0.0874487186952452,-0.0497438563569835
"42",67,314860,"k","MAU","kennel",0.810080884041332,0.0956293915040183,0.118049189146326,"english",95.6293915040183,0.00178496974998994,0.229784238806919,0.0874487186952452,0.386634214336108
"43",68,314860,"k","MAU","cabbage",0.907274347014926,0.107274347014926,0.118238047144036,"english",107.274347014926,0.00178496974998994,0.229784238806919,0.0874487186952452,0.3897744435374
"44",69,314860,"t","MAU","tir",0.662797285884749,0.0354001065747866,0.0534101562101783,"french",35.4001065747866,0.00178496974998994,0.229784238806919,0.0874487186952452,-0.688148856704556
"45",70,314860,"t","MAU","terre",0.593852945608496,0.0344547072330654,0.0580189211619741,"french",34.4547072330654,0.00178496974998994,0.229784238806919,0.0874487186952452,-0.611516792089839
"46",71,314860,"t","MAU","tasse",0.686376180479514,0.0288294489092997,0.0420024029522105,"french",28.8294489092997,0.00178496974998994,0.229784238806919,0.0874487186952452,-0.877830841773615
"47",72,314860,"k","MAU","quitte",0.592618685419059,0.0773473019517796,0.13051782512913,"french",77.3473019517796,0.00178496974998994,0.229784238806919,0.0874487186952452,0.593955986716647
"48",73,314860,"k","MAU","quelle",0.554327748277842,0.0673859070034444,0.121563293940806,"french",67.3859070034444,0.00178496974998994,0.229784238806919,0.0874487186952452,0.445064858660581
"49",74,314860,"p","MAU","pile",0.67462722086682,0.0128101027573021,0.0189884166560053,"french",12.8101027573021,0.00178496974998994,0.229784238806919,0.0874487186952452,-1.26049502693797
"50",75,314860,"p","MAU","pere",0.83610936782434,0.033487865958668,0.0400520162162608,"french",33.487865958668,0.00178496974998994,0.229784238806919,0.0874487186952452,-0.910260823327511
"51",76,314860,"p","MAU","patte",0.705603889207807,0.0137115671641791,0.0194323860368362,"french",13.7115671641791,0.00178496974998994,0.229784238806919,0.0874487186952452,-1.25311294287974
"52",77,314854,"t","MAU","tipping",0.557389191939597,0.099050949805828,0.177705185601377,"english",99.050949805828,0.00214241515843059,0.845632297976399,0.0370284292286716,1.37856203508936
"53",78,314854,"t","MAU","teller",0.502267684615295,0.0442004791893722,0.0880018375524736,"english",44.2004791893722,0.00214241515843059,0.845632297976399,0.0370284292286716,-0.11297698582805
"54",79,314854,"t","MAU","tacky",0.513485799368542,0.0495725889781861,0.0965413046264334,"english",49.5725889781861,0.00214241515843059,0.845632297976399,0.0370284292286716,0.02901267939277
"55",80,314854,"p","MAU","penny",0.580434910170422,0.0670306093845803,0.115483421500094,"english",67.0306093845803,0.00214241515843059,0.845632297976399,0.0370284292286716,0.343972010012629
"56",81,314854,"p","MAU","pass",0.558895884212651,0.0678481881458095,0.121396829109578,"english",67.8481881458095,0.00214241515843059,0.845632297976399,0.0370284292286716,0.442296970986515
"57",82,314854,"p","MAU","parrot",0.41029103528021,0.0647100662348512,0.157717475329816,"english",64.7100662348512,0.00214241515843059,0.845632297976399,0.0370284292286716,1.04621713986235
"58",83,314854,"k","MAU","kitten",0.44896620683374,0.104245439595409,0.232189946612203,"english",104.245439595409,0.00214241515843059,0.845632297976399,0.0370284292286716,2.28450533442645
"59",84,314854,"k","MAU","kennel",0.605027950667695,0.124020793049247,0.20498357623376,"english",124.020793049247,0.00214241515843059,0.845632297976399,0.0370284292286716,1.83213244177971
"60",85,314854,"k","MAU","cabbage",0.637457085964409,0.0696125717566016,0.109203542151053,"english",69.6125717566016,0.00214241515843059,0.845632297976399,0.0370284292286716,0.239553554074489
"61",86,314854,"t","MAU","tiro",0.41869554032721,0.0321694460390356,0.0768325500049397,"spanish",32.1694460390356,0.00214241515843059,0.845632297976399,0.0370284292286716,-0.298693891332084
"62",87,314854,"t","MAU","tema",0.46932591130884,0.0250206802525832,0.0533119515664634,"spanish",25.0206802525832,0.00214241515843059,0.845632297976399,0.0370284292286716,-0.689781750697054
"63",88,314854,"t","MAU","talla",0.426775304455906,0.0225010332950633,0.0527233723697995,"spanish",22.5010332950633,0.00214241515843059,0.845632297976399,0.0370284292286716,-0.699568328988935
"64",89,314854,"k","MAU","quiso",0.518340685993111,0.0483406859931113,0.0932604507024048,"spanish",48.3406859931113,0.00214241515843059,0.845632297976399,0.0370284292286716,-0.025539594920903
"65",90,314854,"k","MAU","queja",0.433867824339839,0.0496897818599311,0.114527464523413,"spanish",49.6897818599311,0.00214241515843059,0.845632297976399,0.0370284292286716,0.328076871603073
"66",91,314854,"p","MAU","piso",0.488318398392652,0.0173445464982779,0.0355189289516208,"spanish",17.3445464982779,0.00214241515843059,0.845632297976399,0.0370284292286716,-0.985634560066393
"67",92,314854,"p","MAU","pato",0.447303645235361,0.0128912169919632,0.0288198344218279,"spanish",12.8912169919632,0.00214241515843059,0.845632297976399,0.0370284292286716,-1.09702350053886
"68",93,314854,"k","MAU","cama",0.463017716704937,0.0428925947187142,0.0926370485863027,"spanish",42.8925947187142,0.00214241515843059,0.845632297976399,0.0370284292286716,-0.0359051899863386
"69",94,314854,"t","MAU","tir",0.407387804965557,0.0250499784730196,0.0614892693588054,"french",25.0499784730196,0.00214241515843059,0.845632297976399,0.0370284292286716,-0.553813708934878
"70",95,314854,"t","MAU","terre",0.484187119690011,0.019183120203543,0.0396192286482641,"french",19.183120203543,0.00214241515843059,0.845632297976399,0.0370284292286716,-0.91745698221651
"71",96,314854,"t","MAU","tasse",0.658554161882893,0.0140631458094145,0.0213545773808582,"french",14.0631458094145,0.00214241515843059,0.845632297976399,0.0370284292286716,-1.22115177913683
"72",97,314854,"k","MAU","quitte",0.471652303386912,0.0975630740528129,0.206853805975752,"french",97.563074052813,0.00214241515843059,0.845632297976399,0.0370284292286716,1.86322961595364
"73",98,314854,"k","MAU","quelle",0.492110390355913,0.081566245694604,0.165747863270296,"french",81.566245694604,0.00214241515843059,0.845632297976399,0.0370284292286716,1.17974211107971
"74",99,314854,"p","MAU","pile",0.626461292629779,0.0170276696854355,0.0271807211167926,"french",17.0276696854355,0.00214241515843059,0.845632297976399,0.0370284292286716,-1.12427779491405
"75",100,314854,"p","MAU","pere",0.489695150186029,0.0140631458094145,0.0287181643601577,"french",14.0631458094145,0.00214241515843059,0.845632297976399,0.0370284292286716,-1.09871401563711
"76",101,314854,"p","MAU","patte",0.598393369380561,0.0242589265212401,0.040540099143064,"french",24.2589265212401,0.00214241515843059,0.845632297976399,0.0370284292286716,-0.902145242955041
"77",126,314848,"t","MAU","tir",0.328028092282398,0.0255480482204363,0.0778837203931976,"french",25.5480482204363,0.0121457145338414,0.230891183919754,0.293185165906052,-0.281215595529069
"78",127,314848,"t","MAU","terre",0.459050713081228,0.0474631171067738,0.103394060294979,"french",47.4631171067738,0.0121457145338414,0.230891183919754,0.293185165906052,0.14295661462779
"79",128,314848,"t","MAU","tasse",0.521494438863375,0.041310490815155,0.0792155922222169,"french",41.310490815155,0.0121457145338414,0.230891183919754,0.293185165906052,-0.259069947155277
"80",129,314848,"k","MAU","quitte",0.518991666456121,0.118991666456121,0.229274715080962,"french",118.991666456121,0.0121457145338414,0.230891183919754,0.293185165906052,2.2360324325958
"81",130,314848,"k","MAU","quelle",0.600391102181401,0.0675030998851894,0.112431879219946,"french",67.5030998851894,0.0121457145338414,0.230891183919754,0.293185165906052,0.293232606369204
"82",131,314848,"p","MAU","pile",0.512460132032147,0.0152350746268657,0.0297292875573587,"french",15.2350746268657,0.0121457145338414,0.230891183919754,0.293185165906052,-1.08190160298605
"83",132,314848,"p","MAU","pere",0.54184509902411,0.0311147101033296,0.0574236256069653,"french",31.1147101033296,0.0121457145338414,0.230891183919754,0.293185165906052,-0.621415046375624
"84",133,314848,"p","MAU","patte",0.455059682815908,0.0313490958668198,0.0688900754134746,"french",31.3490958668198,0.0121457145338414,0.230891183919754,0.293185165906052,-0.430757086669642
"85",134,314848,"t","MAU","tipping",0.496177118360003,0.0643388920780712,0.129669204196131,"english",64.3388920780712,0.0121457145338414,0.230891183919754,0.293185165906052,0.579845574306564
"86",135,314848,"t","MAU","teller",0.424738753444394,0.0337946563361861,0.0795657473261628,"english",33.7946563361861,0.0121457145338414,0.230891183919754,0.293185165906052,-0.253247756431426
"87",136,314848,"t","MAU","tacky",0.634049644804822,0.0870157146957521,0.137238015049339,"english",87.0157146957521,0.0121457145338414,0.230891183919754,0.293185165906052,0.705695689993978
"88",137,314848,"p","MAU","penny",0.4,0.0419046139494833,0.104761534873708,"english",41.9046139494833,0.0121457145338414,0.230891183919754,0.293185165906052,0.16569424637343
"89",138,314848,"p","MAU","pass",0.489113638928854,0.0395100953969314,0.0807789688372982,"english",39.5100953969314,0.0121457145338414,0.230891183919754,0.293185165906052,-0.233074961722712
"90",139,314848,"p","MAU","parrot",0.426913461538462,0.0166413892078071,0.0389807085207311,"english",16.6413892078071,0.0121457145338414,0.230891183919754,0.293185165906052,-0.928073951444207
"91",140,314848,"k","MAU","kitten",0.603805492967853,0.106000961538462,0.17555481487497,"english",106.000961538461,0.0121457145338414,0.230891183919754,0.293185165906052,1.34280682731132
"92",141,314848,"k","MAU","kennel",0.596007972158439,0.119771125143513,0.20095557566078,"english",119.771125143513,0.0121457145338414,0.230891183919754,0.293185165906052,1.7651570148692
"93",142,314848,"k","MAU","cabbage",0.56205225315729,0.100551492537313,0.178900612838882,"english",100.551492537313,0.0121457145338414,0.230891183919754,0.293185165906052,1.39843895618749
"94",143,314848,"t","MAU","tiro",0.526523277841561,0.0285950631458094,0.0543092097713751,"spanish",28.5950631458094,0.0121457145338414,0.230891183919754,0.293185165906052,-0.673199877679952
"95",144,314848,"t","MAU","tema",0.470898019517796,0.0290638346727899,0.061720018917369,"spanish",29.0638346727899,0.0121457145338414,0.230891183919754,0.293185165906052,-0.549976929392721
"96",145,314848,"t","MAU","talla",0.441215646526981,0.0128912169919633,0.0292174973699056,"spanish",12.8912169919633,0.0121457145338414,0.230891183919754,0.293185165906052,-1.09041137493673
"97",146,314848,"k","MAU","quiso",0.57161605553961,0.0675030998851894,0.118091679250447,"spanish",67.5030998851894,0.0121457145338414,0.230891183919754,0.293185165906052,0.387340716932475
"98",147,314848,"k","MAU","queja",0.546485132032147,0.0459396096440872,0.0840637868284855,"spanish",45.9396096440872,0.0121457145338414,0.230891183919754,0.293185165906052,-0.178456775032552
"99",148,314848,"p","MAU","piso",0.454393355338691,0.0182820895522388,0.0402340600658912,"spanish",18.2820895522388,0.0121457145338414,0.230891183919754,0.293185165906052,-0.907233896115232
"100",149,314848,"p","MAU","pena",0.410478767221584,0.0226768226176807,0.0552448127126617,"spanish",22.6768226176807,0.0121457145338414,0.230891183919754,0.293185165906052,-0.657643175222723
"101",150,314848,"p","MAU","pato",0.481366791044776,0.0171101607347874,0.0355449546023957,"spanish",17.1101607347874,0.0121457145338414,0.230891183919754,0.293185165906052,-0.985201819544218
"102",151,314848,"k","MAU","cama",0.427294947918521,0.0442989092996555,0.103672906771888,"spanish",44.2989092996555,0.0121457145338414,0.230891183919754,0.293185165906052,0.147593123857394
"103",172,314845,"t","MAU","tiro",0.386898123564868,0.0168464767508612,0.0435424100681549,"spanish",16.8464767508612,0.00568147051683962,0.0254963472976478,0.547701269369506,-0.852224431802503
"104",173,314845,"t","MAU","tema",0.397127484509095,0.0184578788748565,0.0464784725178944,"spanish",18.4578788748565,0.00568147051683962,0.0254963472976478,0.547701269369506,-0.803405164663785
"105",174,314845,"t","MAU","talla",0.363040524540758,0.0125103401262915,0.0344598998751363,"spanish",12.5103401262915,0.00568147051683962,0.0254963472976478,0.547701269369506,-1.00324352591014
"106",175,314845,"k","MAU","quiso",0.490350660160735,0.033048392652124,0.0673974674395073,"spanish",33.048392652124,0.00568147051683962,0.0254963472976478,0.547701269369506,-0.455575369203434
"107",176,314845,"k","MAU","queja",0.438930385332951,0.0331948837543055,0.0756267619274648,"spanish",33.1948837543055,0.00568147051683962,0.0254963472976478,0.547701269369506,-0.318743086904253
"108",177,314845,"p","MAU","pena",0.378300243972446,0.0147663030998851,0.0390332899202695,"spanish",14.7663030998851,0.00568147051683962,0.0254963472976478,0.547701269369506,-0.927199656215636
"109",178,314845,"p","MAU","pato",0.423787858783008,0.0137878587830083,0.03253481310815,"spanish",13.7878587830083,0.00568147051683962,0.0254963472976478,0.547701269369506,-1.03525283318869
"110",179,314845,"k","MAU","cama",0.437651029707233,0.0276510297072332,0.0631805430133007,"spanish",27.6510297072332,0.00568147051683962,0.0254963472976478,0.547701269369506,-0.525692120325342
"111",180,314845,"t","MAU","tipping",0.571352371555683,0.0540552167049368,0.0946092453554623,"english",54.0552167049368,0.00568147051683962,0.0254963472976478,0.547701269369506,-0.0031125629316036
"112",181,314845,"t","MAU","teller",0.500274827784156,0.0630497703788749,0.126030267519432,"english",63.0497703788749,0.00568147051683962,0.0254963472976478,0.547701269369506,0.519339292590243
"113",182,314845,"p","MAU","penny",0.47527276119403,0.0292982204362802,0.0616450653781928,"english",29.2982204362802,0.00568147051683962,0.0254963472976478,0.547701269369506,-0.551223216525462
"114",183,314845,"p","MAU","parrot",0.585754861578107,0.032202341804762,0.0549757994632845,"english",32.202341804762,0.00568147051683962,0.0254963472976478,0.547701269369506,-0.662116182834113
"115",184,314845,"k","MAU","kitten",0.570768244115959,0.0791051951779563,0.138594247303438,"english",79.1051951779563,0.00568147051683962,0.0254963472976478,0.547701269369506,0.728246390412792
"116",185,314845,"k","MAU","kennel",0.543770163605052,0.0737701636050516,0.135664235632156,"english",73.7701636050516,0.00568147051683962,0.0254963472976478,0.547701269369506,0.679527732363618
"117",186,314845,"k","MAU","cabbage",0.656231214121699,0.0685578358208955,0.10447207378371,"english",68.5578358208955,0.00568147051683962,0.0254963472976478,0.547701269369506,0.160881243066865
"118",187,314845,"t","MAU","tir",0.410210659443169,0.0533227611940299,0.129988726442194,"french",53.3227611940299,0.00568147051683962,0.0254963472976478,0.547701269369506,0.585158418346613
"119",188,314845,"t","MAU","terre",0.413956597165255,0.0450411482880055,0.108806451199097,"french",45.0411482880055,0.00568147051683962,0.0254963472976478,0.547701269369506,0.2329509393162
"120",189,314845,"t","MAU","tasse",0.605283904994259,0.0436543484500574,0.0721221035118578,"french",43.6543484500574,0.00568147051683962,0.0254963472976478,0.547701269369506,-0.377016661921929
"121",190,314845,"k","MAU","quitte",0.63031165839929,0.0773180037313435,0.122666307533795,"french",77.3180037313435,0.00568147051683962,0.0254963472976478,0.547701269369506,0.463405175385978
"122",191,314845,"k","MAU","quelle",0.598775046641791,0.0723666044776121,0.120857749305816,"french",72.3666044776121,0.00568147051683962,0.0254963472976478,0.547701269369506,0.433333441974631
"123",192,314845,"p","MAU","pile",0.668192711914446,0.0663104625761974,0.0992385301333363,"french",66.3104625761974,0.00568147051683962,0.0254963472976478,0.547701269369506,0.0738606943137538
"124",193,314845,"p","MAU","pere",0.620629682118255,0.0331069890929965,0.0533441922725962,"french",33.1069890929965,0.00568147051683962,0.0254963472976478,0.547701269369506,-0.689245669577398
"125",194,314845,"p","MAU","patte",0.626775344431687,0.0108403415614235,0.0172954179798709,"french",10.8403415614235,0.00568147051683962,0.0254963472976478,0.547701269369506,-1.28864529827946
"126",270,314837,"t","MAU","tiro",0.436321925229621,0.0110747273249139,0.0253820096688601,"spanish",11.0747273249139,6.36504675918844e-05,0.0220470422929423,0.0665635901825043,-1.15418580136326
"127",271,314837,"t","MAU","tema",0.358813711341877,0.00622247656242791,0.0173418026283258,"spanish",6.22247656242791,6.36504675918844e-05,0.0220470422929423,0.0665635901825043,-1.28787403929474
"128",272,314837,"t","MAU","talla",0.340645280204457,0.00649326025612207,0.0190616475068281,"spanish",6.49326025612207,6.36504675918844e-05,0.0220470422929423,0.0665635901825043,-1.25927738374056
"129",273,314837,"k","MAU","quiso",0.397035767078071,0.0481955726176809,0.121388490947225,"spanish",48.1955726176809,6.36504675918844e-05,0.0220470422929423,0.0665635901825043,0.442158328507915
"130",274,314837,"k","MAU","queja",0.378212266672108,0.0152350746268657,0.0402818098971754,"spanish",15.2350746268657,6.36504675918844e-05,0.0220470422929423,0.0665635901825043,-0.906439937604745
"131",275,314837,"p","MAU","piso",0.325579703645235,0.00922893943742831,0.0283461755573208,"spanish",9.22893943742831,6.36504675918844e-05,0.0220470422929423,0.0665635901825043,-1.10489924536202
"132",276,314837,"p","MAU","pena",0.334870840269805,0.0118657792766934,0.0354338982371029,"spanish",11.8657792766934,6.36504675918844e-05,0.0220470422929423,0.0665635901825043,-0.987048405050315
"133",277,314837,"p","MAU","pato",0.300516683409874,0.00720736222732499,0.0239832349590219,"spanish",7.20736222732499,6.36504675918844e-05,0.0220470422929423,0.0665635901825043,-1.17744387485299
"134",278,314837,"k","MAU","cama",0.321020678207664,0.0152957468348831,0.0476472323224876,"spanish",15.2957468348831,6.36504675918844e-05,0.0220470422929423,0.0665635901825043,-0.783971655295994
"135",279,314837,"t","MAU","tipping",0.582336004805038,0.0504154040690992,0.086574423791601,"english",50.4154040690992,6.36504675918844e-05,0.0220470422929423,0.0665635901825043,-0.136711254053749
"136",280,314837,"t","MAU","teller",0.464526465731379,0.0557838117106773,0.120087477949933,"english",55.7838117106773,6.36504675918844e-05,0.0220470422929423,0.0665635901825043,0.42052578418946
"137",281,314837,"t","MAU","tacky",0.59696786380597,0.0533227611940299,0.0893226661382917,"english",53.3227611940299,6.36504675918844e-05,0.0220470422929423,0.0665635901825043,-0.0910149585621682
"138",282,314837,"p","MAU","penny",0.345410522494377,0.0426387945954096,0.123443820667345,"english",42.6387945954096,6.36504675918844e-05,0.0220470422929423,0.0665635901825043,0.476333245554924
"139",283,314837,"p","MAU","pass",0.515604275258324,0.0758312643513201,0.147072605853254,"english",75.8312643513201,6.36504675918844e-05,0.0220470422929423,0.0665635901825043,0.869219975963749
"140",284,314837,"p","MAU","parrot",0.446254302546463,0.087015714695752,0.194991318177133,"english",87.015714695752,6.36504675918844e-05,0.0220470422929423,0.0665635901825043,1.66598654953932
"141",285,314837,"k","MAU","kitten",0.510395755597015,0.0703957555970149,0.137923865598514,"english",70.3957555970149,6.36504675918844e-05,0.0220470422929423,0.0665635901825043,0.717099644014228
"142",286,314837,"k","MAU","kennel",0.505160972319356,0.0896396576332958,0.177447709829466,"english",89.6396576332958,6.36504675918844e-05,0.0220470422929423,0.0665635901825043,1.3742808664474
"143",287,314837,"k","MAU","cabbage",0.586701394406248,0.0555122296530903,0.0946175178418822,"english",55.5122296530903,6.36504675918844e-05,0.0220470422929423,0.0665635901825043,-0.00297501247709241
"144",288,314837,"t","MAU","tir",0.290105927095293,0.0137701636050516,0.0474659850728537,"french",13.7701636050516,6.36504675918844e-05,0.0220470422929423,0.0665635901825043,-0.786985337072014
"145",289,314837,"t","MAU","terre",0.415559650953107,0.0143561280137774,0.0345464916549306,"french",14.3561280137774,6.36504675918844e-05,0.0220470422929423,0.0665635901825043,-1.00180372437248
"146",290,314837,"t","MAU","tasse",0.482600287026406,0.0280998495333935,0.0582259279341373,"french",28.0998495333935,6.36504675918844e-05,0.0220470422929423,0.0665635901825043,-0.608074794828965
"147",291,314837,"k","MAU","quitte",0.452153189580941,0.0592995981630311,0.131149352762479,"french",59.2995981630311,6.36504675918844e-05,0.0220470422929423,0.0665635901825043,0.604456688512239
"148",292,314837,"k","MAU","quelle",0.305288558409874,0.0360954075774971,0.118233738485005,"french",36.0954075774971,6.36504675918844e-05,0.0220470422929423,0.0665635901825043,0.389702801472612
"149",293,314837,"p","MAU","pile",0.386736509758898,0.06316696326062,0.163333333333333,"french",63.16696326062,6.36504675918844e-05,0.0220470422929423,0.0665635901825043,1.13959460603686
"150",294,314837,"p","MAU","pere",0.416390015165073,0.0312280511645141,0.0749971181516783,"french",31.2280511645141,6.36504675918844e-05,0.0220470422929423,0.0665635901825043,-0.329212464929601
"151",295,314837,"p","MAU","patte",0.537567250162892,0.0482501580447183,0.0897565058699125,"french",48.2501580447183,6.36504675918844e-05,0.0220470422929423,0.0665635901825043,-0.0838013048623756
"152",322,314834,"t","MAU","tipping",0.53464819173364,0.0496897818599311,0.0929392124170625,"english",49.6897818599311,8.10754786387898e-06,0.0296099250004726,0.0043308985179278,-0.0308809723390505
"153",323,314834,"t","MAU","teller",0.551453100599706,0.103715700344432,0.18807710072106,"english",103.715700344432,8.10754786387898e-06,0.0296099250004726,0.0043308985179278,1.55102066076091
