"Block_Nr","Block_Name","Task_Nr","Task_Name","Trial_Nr","Trial_Id","","1","10","11","12","13","14","15","16","2","3","4","5","6","7","8","9","age","cabbage","cama","Condition_Id","cookie","copy_of_copy_of_parrot_recording","copy_of_copy_of_pocket","copy_of_parrot_recording","copy_of_pepper","copy_of_pocket","copy_of_pool_recording","copy_of_puppy_recording","copy_of_recording","copy_of_recording_2","country of origin","country_current","country_now","country_origin","current_age","Do you speak a third language?","kennel","kitten","L2","l3","language","new","parrot_recording","pass","pato","patte_object","patte_recording","peche_recording","pena","penny","pepper","pere_recording","pere_recordingg","pile","pile_recording","pipe_recording","piso","piso_recording","poche","poche_recording","pocket","pomme_recording.","pool_recording","poudre_recording","pour_recording","prolific_id","puppy_recording","puro_recording","queja","quelle_ojb","quete","quiso","quitte_obj","recording_1","self_prof","sex","tacky","talla","tasse","teller","tema","terre","test","tipping","tir","tiro","v","completed","crowdsourcing_code","crowdsourcing_subj_id","end_time","exp_subject_id","group_name","rec_session_id","session_name","session_nr","start_time","subj_counter_global","subj_counter_per_group","subject_code","time_delay_offset","time_measure_std","unlocked"
1,"block_1",1,"french_shadowing_instructions","1","1","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","yes","","&quot;&quot;","2021-09-28T13:44:06.000Z",288271,"group_1",314822,"session_1",1,"2021-09-28T13:34:35.000Z","98","98","","0.6 ms","0.9 ms",true
1,"block_1",8,"task_7","1","1","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","yes","","&quot;&quot;","2021-09-28T13:44:12.000Z",288270,"group_1",314821,"session_1",1,"2021-09-28T13:34:28.000Z","99","99","","25.9 ms","147.7 ms",true
1,"block_1",6,"Spanish_production","1","1","","","","","","","","","","","","","","","","","","","","blockNr_1_taskNr_6_trialNr_1_cama.wav","1","","","","","","","","","","","","","","","","","","","","","","","","","blockNr_1_taskNr_6_trialNr_1_pato.wav","","","","blockNr_1_taskNr_6_trialNr_1_pena.wav","","","","","","","","blockNr_1_taskNr_6_trialNr_1_piso.wav","","","","","","","","","","","","blockNr_1_taskNr_6_trialNr_1_queja.wav","","","blockNr_1_taskNr_6_trialNr_1_quiso.wav","","","","","","blockNr_1_taskNr_6_trialNr_1_talla.wav","","","blockNr_1_taskNr_6_trialNr_1_tema.wav","","","","","blockNr_1_taskNr_6_trialNr_1_tiro.wav","","yes","","&quot;&quot;","2021-09-28T13:44:12.000Z",288270,"group_1",314821,"session_1",1,"2021-09-28T13:34:28.000Z","99","99","","25.9 ms","147.7 ms",true
1,"block_1",5,"English_production","1","1","","","","","","","","","","","","","","","","","","","blockNr_1_taskNr_5_trialNr_1_cabbage.wav","","1","","","","","","","","","","","","","","","","","blockNr_1_taskNr_5_trialNr_1_kennel.wav","""times=1632836069404;1632836439635;1632836552674---values=[object Object];[object Object];[object Object]""","","","","","blockNr_1_taskNr_5_trialNr_1_parrot_recording.wav","blockNr_1_taskNr_5_trialNr_1_pass_recording.wav","","","","","","blockNr_1_taskNr_5_trialNr_1_penny.wav","","","","","","","","","","","","","","","","","","","","","","","","","","","blockNr_1_taskNr_5_trialNr_1_tacky.wav","","","blockNr_1_taskNr_5_trialNr_1_teller.wav","","","","blockNr_1_taskNr_5_trialNr_1_tipping.wav","","","","yes","","&quot;&quot;","2021-09-28T13:44:12.000Z",288270,"group_1",314821,"session_1",1,"2021-09-28T13:34:28.000Z","99","99","","25.9 ms","147.7 ms",true
1,"block_1",4,"french_shadowing","1","1","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","blockNr_1_taskNr_4_trialNr_1_patte.wav","","","","","","","","blockNr_1_taskNr_4_trialNr_1_pile_object.wav","","","","","","","","","","","","","","","","blockNr_1_taskNr_4_trialNr_1_quelle.wav","blockNr_1_taskNr_4_trialNr_1_patte.wav","","blockNr_1_taskNr_4_trialNr_1_quitte.wav","","","","","","blockNr_1_taskNr_4_trialNr_1_tasse.wav","","","blockNr_1_taskNr_4_trialNr_1_terre.wav","","","blockNr_1_taskNr_4_trialNr_1_tir.wav","","","yes","","&quot;&quot;","2021-09-28T13:44:12.000Z",288270,"group_1",314821,"session_1",1,"2021-09-28T13:34:28.000Z","99","99","","25.9 ms","147.7 ms",true
1,"block_1",2,"french_shadowing_instructions","1","1","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","yes","","&quot;&quot;","2021-09-28T13:44:12.000Z",288270,"group_1",314821,"session_1",1,"2021-09-28T13:34:28.000Z","99","99","","25.9 ms","147.7 ms",true
1,"block_1",1,"Questionnaire","1","1","","","","","","","","","","","","","","","","","","20","","","1","","","","","","","","","","","","","Mexico","Mexico","23","no","","","English","7","Spanish","","","","","","","","","","","","","","","","","","","","","","","","","613a90e99d8b701ede49be80","","","","","","","","","4","Male","","","","","","","","","","","","yes","","&quot;&quot;","2021-09-28T13:44:12.000Z",288270,"group_1",314821,"session_1",1,"2021-09-28T13:34:28.000Z","99","99","","25.9 ms","147.7 ms",true
1,"block_1",8,"task_7","1","1","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","yes","","&quot;&quot;","2021-09-28T13:41:01.000Z",288269,"group_1",314820,"session_1",1,"2021-09-28T13:34:02.000Z","97","97","","6.7 ms","27.6 ms",true
1,"block_1",6,"Spanish_production","1","1","","","","","","","","","","","","","","","","","","","","blockNr_1_taskNr_6_trialNr_1_cama.wav","1","","","","","","","","","","","","","","","","","","","","","","","","","blockNr_1_taskNr_6_trialNr_1_pato.wav","","","","blockNr_1_taskNr_6_trialNr_1_pena.wav","","","","","","","","blockNr_1_taskNr_6_trialNr_1_piso.wav","","","","","","","","","","","","blockNr_1_taskNr_6_trialNr_1_queja.wav","","","blockNr_1_taskNr_6_trialNr_1_quiso.wav","","","","","","blockNr_1_taskNr_6_trialNr_1_talla.wav","","","blockNr_1_taskNr_6_trialNr_1_tema.wav","","","","","blockNr_1_taskNr_6_trialNr_1_tiro.wav","","yes","","&quot;&quot;","2021-09-28T13:41:01.000Z",288269,"group_1",314820,"session_1",1,"2021-09-28T13:34:02.000Z","97","97","","6.7 ms","27.6 ms",true
1,"block_1",5,"English_production","1","1","","","","","","","","","","","","","","","","","","","blockNr_1_taskNr_5_trialNr_1_cabbage.wav","","1","","","","","","","","","","","","","","","","","blockNr_1_taskNr_5_trialNr_1_kennel.wav","""times=1632836043649;1632836272095;1632836352562---values=[object Object];[object Object];[object Object]""","","","","","blockNr_1_taskNr_5_trialNr_1_parrot_recording.wav","blockNr_1_taskNr_5_trialNr_1_pass_recording.wav","","","","","","blockNr_1_taskNr_5_trialNr_1_penny.wav","","","","","","","","","","","","","","","","","","","","","","","","","","","blockNr_1_taskNr_5_trialNr_1_tacky.wav","","","blockNr_1_taskNr_5_trialNr_1_teller.wav","","","","blockNr_1_taskNr_5_trialNr_1_tipping.wav","","","","yes","","&quot;&quot;","2021-09-28T13:41:01.000Z",288269,"group_1",314820,"session_1",1,"2021-09-28T13:34:02.000Z","97","97","","6.7 ms","27.6 ms",true
1,"block_1",4,"french_shadowing","1","1","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","blockNr_1_taskNr_4_trialNr_1_patte.wav","","","","","","","","blockNr_1_taskNr_4_trialNr_1_pile_object.wav","","","","","","","","","","","","","","","","blockNr_1_taskNr_4_trialNr_1_quelle.wav","blockNr_1_taskNr_4_trialNr_1_patte.wav","","blockNr_1_taskNr_4_trialNr_1_quitte.wav","","","","","","blockNr_1_taskNr_4_trialNr_1_tasse.wav","","","blockNr_1_taskNr_4_trialNr_1_terre.wav","","","blockNr_1_taskNr_4_trialNr_1_tir.wav","","","yes","","&quot;&quot;","2021-09-28T13:41:01.000Z",288269,"group_1",314820,"session_1",1,"2021-09-28T13:34:02.000Z","97","97","","6.7 ms","27.6 ms",true
1,"block_1",2,"Questionnaire","1","1","","","","","","","","","","","","","","","","","","7","","","1","","","","","","","","","","","","","Mexico","Mexico","18","yes","","","Spanish","7","Spanish","","","","","","","","","","","","","","","","","","","","","","","","","61512e0b4942d1d62bd61b6e","","","","","","","","","7","Female","","","","","","","","","","","","yes","","&quot;&quot;","2021-09-28T13:41:01.000Z",288269,"group_1",314820,"session_1",1,"2021-09-28T13:34:02.000Z","97","97","","6.7 ms","27.6 ms",true
1,"block_1",1,"french_shadowing_instructions","1","1","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","yes","","&quot;&quot;","2021-09-28T13:41:01.000Z",288269,"group_1",314820,"session_1",1,"2021-09-28T13:34:02.000Z","97","97","","6.7 ms","27.6 ms",true
1,"block_1",8,"task_7","1","1","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","yes","","&quot;&quot;","2021-09-28T13:55:51.000Z",288268,"group_1",314819,"session_1",1,"2021-09-28T13:33:58.000Z","123","123","","14.2 ms","107.4 ms",true
1,"block_1",6,"Spanish_production","1","1","","","","","","","","","","","","","","","","","","","","blockNr_1_taskNr_6_trialNr_1_cama.wav","1","","","","","","","","","","","","","","","","","","","","","","","","","blockNr_1_taskNr_6_trialNr_1_pato.wav","","","","blockNr_1_taskNr_6_trialNr_1_pena.wav","","","","","","","","blockNr_1_taskNr_6_trialNr_1_piso.wav","","","","","","","","","","","","blockNr_1_taskNr_6_trialNr_1_queja.wav","","","blockNr_1_taskNr_6_trialNr_1_quiso.wav","","","","","","","","","blockNr_1_taskNr_6_trialNr_1_tema.wav","","","","","blockNr_1_taskNr_6_trialNr_1_tiro.wav","","yes","","&quot;&quot;","2021-09-28T13:55:51.000Z",288268,"group_1",314819,"session_1",1,"2021-09-28T13:33:58.000Z","123","123","","14.2 ms","107.4 ms",true
1,"block_1",5,"french_shadowing","1","1","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","blockNr_1_taskNr_5_trialNr_1_patte.wav","","","","","","","","blockNr_1_taskNr_5_trialNr_1_pile_object.wav","","","","","","","","","","","","","","","","blockNr_1_taskNr_5_trialNr_1_quelle.wav","blockNr_1_taskNr_5_trialNr_1_patte.wav","","blockNr_1_taskNr_5_trialNr_1_quitte.wav","","","","","","blockNr_1_taskNr_5_trialNr_1_tasse.wav","","","blockNr_1_taskNr_5_trialNr_1_terre.wav","","","","","","yes","","&quot;&quot;","2021-09-28T13:55:51.000Z",288268,"group_1",314819,"session_1",1,"2021-09-28T13:33:58.000Z","123","123","","14.2 ms","107.4 ms",true
1,"block_1",4,"English_production","1","1","","","","","","","","","","","","","","","","","","","blockNr_1_taskNr_4_trialNr_1_cabbage.wav","","1","","","","","","","","","","","","","","","","","blockNr_1_taskNr_4_trialNr_1_kennel.wav","""times=1632836040155;1632837081132;1632837193302---values=[object Object];[object Object];[object Object]""","","","","","blockNr_1_taskNr_4_trialNr_1_parrot_recording.wav","blockNr_1_taskNr_4_trialNr_1_pass_recording.wav","","","","","","blockNr_1_taskNr_4_trialNr_1_penny.wav","","","","","","","","","","","","","","","","","","","","","","","","","","","blockNr_1_taskNr_4_trialNr_1_tacky.wav","","","blockNr_1_taskNr_4_trialNr_1_teller.wav","","","","blockNr_1_taskNr_4_trialNr_1_tipping.wav","","","","yes","","&quot;&quot;","2021-09-28T13:55:51.000Z",288268,"group_1",314819,"session_1",1,"2021-09-28T13:33:58.000Z","123","123","","14.2 ms","107.4 ms",true
1,"block_1",2,"Questionnaire","1","1","","","","","","","","","","","","","","","","","","12","","","1","","","","","","","","","","","","","Mexico","Mexico","21","yes","","","English","7","Spanish","","","","","","","","","","","","","","","","","","","","","","","","","613a570081bc5acb3772396e","","","","","","","","","5","Male","","","","","","","","","","","","yes","","&quot;&quot;","2021-09-28T13:55:51.000Z",288268,"group_1",314819,"session_1",1,"2021-09-28T13:33:58.000Z","123","123","","14.2 ms","107.4 ms",true
1,"block_1",1,"french_shadowing_instructions","1","1","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","yes","","&quot;&quot;","2021-09-28T13:55:51.000Z",288268,"group_1",314819,"session_1",1,"2021-09-28T13:33:58.000Z","123","123","","14.2 ms","107.4 ms",true
1,"block_1",8,"task_7","1","1","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","yes","","&quot;&quot;","2021-09-28T13:40:06.000Z",288266,"group_1",314817,"session_1",1,"2021-09-28T13:33:28.000Z","96","96","","2.2 ms","6.1 ms",true
1,"block_1",6,"Spanish_production","1","1","","","","","","","","","","","","","","","","","","","","blockNr_1_taskNr_6_trialNr_1_cama.wav","1","","","","","","","","","","","","","","","","","","","","","","","","","blockNr_1_taskNr_6_trialNr_1_pato.wav","","","","blockNr_1_taskNr_6_trialNr_1_pena.wav","","","","","","","","blockNr_1_taskNr_6_trialNr_1_piso.wav","","","","","","","","","","","","blockNr_1_taskNr_6_trialNr_1_queja.wav","","","blockNr_1_taskNr_6_trialNr_1_quiso.wav","","","","","","blockNr_1_taskNr_6_trialNr_1_talla.wav","","","blockNr_1_taskNr_6_trialNr_1_tema.wav","","","","","blockNr_1_taskNr_6_trialNr_1_tiro.wav","","yes","","&quot;&quot;","2021-09-28T13:40:06.000Z",288266,"group_1",314817,"session_1",1,"2021-09-28T13:33:28.000Z","96","96","","2.2 ms","6.1 ms",true
1,"block_1",5,"English_production","1","1","","","","","","","","","","","","","","","","","","","blockNr_1_taskNr_5_trialNr_1_cabbage.wav","","1","","","","","","","","","","","","","","","","","blockNr_1_taskNr_5_trialNr_1_kennel.wav","""times=1632836010598;1632836261790;1632836332133---values=[object Object];[object Object];[object Object]""","","","","","blockNr_1_taskNr_5_trialNr_1_parrot_recording.wav","blockNr_1_taskNr_5_trialNr_1_pass_recording.wav","","","","","","blockNr_1_taskNr_5_trialNr_1_penny.wav","","","","","","","","","","","","","","","","","","","","","","","","","","","blockNr_1_taskNr_5_trialNr_1_tacky.wav","","","blockNr_1_taskNr_5_trialNr_1_teller.wav","","","","blockNr_1_taskNr_5_trialNr_1_tipping.wav","","","","yes","","&quot;&quot;","2021-09-28T13:40:06.000Z",288266,"group_1",314817,"session_1",1,"2021-09-28T13:33:28.000Z","96","96","","2.2 ms","6.1 ms",true
1,"block_1",4,"french_shadowing","1","1","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","blockNr_1_taskNr_4_trialNr_1_patte.wav","","","","","","","","blockNr_1_taskNr_4_trialNr_1_pile_object.wav","","","","","","","","","","","","","","","","blockNr_1_taskNr_4_trialNr_1_quelle.wav","blockNr_1_taskNr_4_trialNr_1_patte.wav","","blockNr_1_taskNr_4_trialNr_1_quitte.wav","","","","","","blockNr_1_taskNr_4_trialNr_1_tasse.wav","","","blockNr_1_taskNr_4_trialNr_1_terre.wav","","","blockNr_1_taskNr_4_trialNr_1_tir.wav","","","yes","","&quot;&quot;","2021-09-28T13:40:06.000Z",288266,"group_1",314817,"session_1",1,"2021-09-28T13:33:28.000Z","96","96","","2.2 ms","6.1 ms",true
1,"block_1",2,"Questionnaire","1","1","","","","","","","","","","","","","","","","","","10","","","1","","","","","","","","","","","","","Mexico","Mexico","24","no","","","English","7","Spanish","","","","","","","","","","","","","","","","","","","","","","","","","613a82769f5da68de915153c","","","","","","","","","5","Female","","","","","","","","","","","","yes","","&quot;&quot;","2021-09-28T13:40:06.000Z",288266,"group_1",314817,"session_1",1,"2021-09-28T13:33:28.000Z","96","96","","2.2 ms","6.1 ms",true
1,"block_1",1,"french_shadowing_instructions","1","1","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","yes","","&quot;&quot;","2021-09-28T13:40:06.000Z",288266,"group_1",314817,"session_1",1,"2021-09-28T13:33:28.000Z","96","96","","2.2 ms","6.1 ms",true
1,"block_1",8,"task_7","1","1","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","yes","","&quot;&quot;","2021-09-28T13:43:09.000Z",288264,"group_1",314815,"session_1",1,"2021-09-28T13:33:15.000Z","93","93","","130.9 ms","311.7 ms",true
1,"block_1",6,"french_shadowing","1","1","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","blockNr_1_taskNr_6_trialNr_1_patte.wav","","","","","","","","blockNr_1_taskNr_6_trialNr_1_pile_object.wav","","","","","","","","","","","","","","","","blockNr_1_taskNr_6_trialNr_1_quelle.wav","blockNr_1_taskNr_6_trialNr_1_patte.wav","","blockNr_1_taskNr_6_trialNr_1_quitte.wav","","","","","","blockNr_1_taskNr_6_trialNr_1_tasse.wav","","","blockNr_1_taskNr_6_trialNr_1_terre.wav","","","blockNr_1_taskNr_6_trialNr_1_tir.wav","","","yes","","&quot;&quot;","2021-09-28T13:43:09.000Z",288264,"group_1",314815,"session_1",1,"2021-09-28T13:33:15.000Z","93","93","","130.9 ms","311.7 ms",true
1,"block_1",5,"English_production","1","1","","","","","","","","","","","","","","","","","","","blockNr_1_taskNr_5_trialNr_1_cabbage.wav","","1","","","","","","","","","","","","","","","","","blockNr_1_taskNr_5_trialNr_1_kennel.wav","""times=1632835997068;1632836364867;1632836464265;1632836464831---values=[object Object];[object Object];[object Object];[object Object]""","","","","","blockNr_1_taskNr_5_trialNr_1_parrot_recording.wav","blockNr_1_taskNr_5_trialNr_1_pass_recording.wav","","","","","","blockNr_1_taskNr_5_trialNr_1_penny.wav","","","","","","","","","","","","","","","","","","","","","","","","","","","blockNr_1_taskNr_5_trialNr_1_tacky.wav","","","blockNr_1_taskNr_5_trialNr_1_teller.wav","","","","blockNr_1_taskNr_5_trialNr_1_tipping.wav","","","","yes","","&quot;&quot;","2021-09-28T13:43:09.000Z",288264,"group_1",314815,"session_1",1,"2021-09-28T13:33:15.000Z","93","93","","130.9 ms","311.7 ms",true
1,"block_1",4,"Spanish_production","1","1","","","","","","","","","","","","","","","","","","","","blockNr_1_taskNr_4_trialNr_1_cama.wav","1","","","","","","","","","","","","","","","","","","","","","","","","","blockNr_1_taskNr_4_trialNr_1_pato.wav","","","","blockNr_1_taskNr_4_trialNr_1_pena.wav","","","","","","","","blockNr_1_taskNr_4_trialNr_1_piso.wav","","","","","","","","","","","","blockNr_1_taskNr_4_trialNr_1_queja.wav","","","blockNr_1_taskNr_4_trialNr_1_quiso.wav","","","","","","blockNr_1_taskNr_4_trialNr_1_talla.wav","","","blockNr_1_taskNr_4_trialNr_1_tema.wav","","","","","blockNr_1_taskNr_4_trialNr_1_tiro.wav","","yes","","&quot;&quot;","2021-09-28T13:43:09.000Z",288264,"group_1",314815,"session_1",1,"2021-09-28T13:33:15.000Z","93","93","","130.9 ms","311.7 ms",true
1,"block_1",2,"french_shadowing_instructions","1","1","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","yes","","&quot;&quot;","2021-09-28T13:43:09.000Z",288264,"group_1",314815,"session_1",1,"2021-09-28T13:33:15.000Z","93","93","","130.9 ms","311.7 ms",true
1,"block_1",1,"Questionnaire","1","1","","","","","","","","","","","","","","","","","","10","","","1","","","","","","","","","","","","","Mexico","Mexico","21","no","","","English","7","Spanish","","","","","","","","","","","","","","","","","","","","","","","","","613f3eaf329a9daf7018af14","","","","","","","","","6","Male","","","","","","","","","","","","yes","","&quot;&quot;","2021-09-28T13:43:09.000Z",288264,"group_1",314815,"session_1",1,"2021-09-28T13:33:15.000Z","93","93","","130.9 ms","311.7 ms",true
1,"block_1",8,"task_7","1","1","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","yes","","&quot;&quot;","2021-09-28T13:55:04.000Z",288263,"group_1",314814,"session_1",1,"2021-09-28T13:33:11.000Z","95","95","","27.8 ms","66 ms",true
1,"block_1",6,"Spanish_production","1","1","","","","","","","","","","","","","","","","","","","","blockNr_1_taskNr_6_trialNr_1_cama.wav","1","","","","","","","","","","","","","","","","","","","","","","","","","blockNr_1_taskNr_6_trialNr_1_pato.wav","","","","blockNr_1_taskNr_6_trialNr_1_pena.wav","","","","","","","","blockNr_1_taskNr_6_trialNr_1_piso.wav","","","","","","","","","","","","blockNr_1_taskNr_6_trialNr_1_queja.wav","","","blockNr_1_taskNr_6_trialNr_1_quiso.wav","","","","","","blockNr_1_taskNr_6_trialNr_1_talla.wav","","","blockNr_1_taskNr_6_trialNr_1_tema.wav","","","","","blockNr_1_taskNr_6_trialNr_1_tiro.wav","","yes","","&quot;&quot;","2021-09-28T13:55:04.000Z",288263,"group_1",314814,"session_1",1,"2021-09-28T13:33:11.000Z","95","95","","27.8 ms","66 ms",true
1,"block_1",5,"English_production","1","1","","","","","","","","","","","","","","","","","","","blockNr_1_taskNr_5_trialNr_1_cabbage.wav","","1","","","","","","","","","","","","","","","","","blockNr_1_taskNr_5_trialNr_1_kennel.wav","""times=1632835993159;1632836914757;1632837100461;1632837105800;1632837106816;1632837108356;1632837109062;1632837109779;1632837110596---values=[object Object];[object Object];[object Object];[object Object];[object Object];[object Object];[object Object];[object Object];[object Object]""","","","","","blockNr_1_taskNr_5_trialNr_1_parrot_recording.wav","blockNr_1_taskNr_5_trialNr_1_pass_recording.wav","","","","","","blockNr_1_taskNr_5_trialNr_1_penny.wav","","","","","","","","","","","","","","","","","","","","","","","","","","","blockNr_1_taskNr_5_trialNr_1_tacky.wav","","","blockNr_1_taskNr_5_trialNr_1_teller.wav","","","","blockNr_1_taskNr_5_trialNr_1_tipping.wav","","","","yes","","&quot;&quot;","2021-09-28T13:55:04.000Z",288263,"group_1",314814,"session_1",1,"2021-09-28T13:33:11.000Z","95","95","","27.8 ms","66 ms",true
1,"block_1",4,"french_shadowing","1","1","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","blockNr_1_taskNr_4_trialNr_1_patte.wav","","","","","","","","blockNr_1_taskNr_4_trialNr_1_pile_object.wav","","","","","","","","","","","","","","","","blockNr_1_taskNr_4_trialNr_1_quelle.wav","blockNr_1_taskNr_4_trialNr_1_patte.wav","","blockNr_1_taskNr_4_trialNr_1_quitte.wav","","","","","","blockNr_1_taskNr_4_trialNr_1_tasse.wav","","","blockNr_1_taskNr_4_trialNr_1_terre.wav","","","blockNr_1_taskNr_4_trialNr_1_tir.wav","","","yes","","&quot;&quot;","2021-09-28T13:55:04.000Z",288263,"group_1",314814,"session_1",1,"2021-09-28T13:33:11.000Z","95","95","","27.8 ms","66 ms",true
1,"block_1",2,"Questionnaire","1","1","","","","","","","","","","","","","","","","","","13","","","1","","","","","","","","","","","","","Mexico","Mexico","22","no","","","English","7","Spanish","","","","","","","","","","","","","","","","","","","","","","","","","61400f08823fa745b5bf2a4b","","","","","","","","","4","Female","","","","","","","","","","","","yes","","&quot;&quot;","2021-09-28T13:55:04.000Z",288263,"group_1",314814,"session_1",1,"2021-09-28T13:33:11.000Z","95","95","","27.8 ms","66 ms",true
1,"block_1",1,"french_shadowing_instructions","1","1","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","yes","","&quot;&quot;","2021-09-28T13:55:04.000Z",288263,"group_1",314814,"session_1",1,"2021-09-28T13:33:11.000Z","95","95","","27.8 ms","66 ms",true
1,"block_1",8,"task_7","1","1","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","yes","","&quot;&quot;","2021-09-28T13:42:50.000Z",288261,"group_1",314812,"session_1",1,"2021-09-28T13:32:53.000Z","94","94","","44.1 ms","187.6 ms",true
1,"block_1",6,"Spanish_production","1","1","","","","","","","","","","","","","","","","","","","","blockNr_1_taskNr_6_trialNr_1_cama.wav","1","","","","","","","","","","","","","","","","","","","","","","","","","blockNr_1_taskNr_6_trialNr_1_pato.wav","","","","blockNr_1_taskNr_6_trialNr_1_pena.wav","","","","","","","","blockNr_1_taskNr_6_trialNr_1_piso.wav","","","","","","","","","","","","blockNr_1_taskNr_6_trialNr_1_queja.wav","","","blockNr_1_taskNr_6_trialNr_1_quiso.wav","","","","","","blockNr_1_taskNr_6_trialNr_1_talla.wav","","","blockNr_1_taskNr_6_trialNr_1_tema.wav","","","","","blockNr_1_taskNr_6_trialNr_1_tiro.wav","","yes","","&quot;&quot;","2021-09-28T13:42:50.000Z",288261,"group_1",314812,"session_1",1,"2021-09-28T13:32:53.000Z","94","94","","44.1 ms","187.6 ms",true
1,"block_1",5,"English_production","1","1","","","","","","","","","","","","","","","","","","","blockNr_1_taskNr_5_trialNr_1_cabbage.wav","","1","","","","","","","","","","","","","","","","","blockNr_1_taskNr_5_trialNr_1_kennel.wav","""times=1632835975169;1632836335756;1632836403399---values=[object Object];[object Object];[object Object]""","","","","","blockNr_1_taskNr_5_trialNr_1_parrot_recording.wav","blockNr_1_taskNr_5_trialNr_1_pass_recording.wav","","","","","","blockNr_1_taskNr_5_trialNr_1_penny.wav","","","","","","","","","","","","","","","","","","","","","","","","","","","blockNr_1_taskNr_5_trialNr_1_tacky.wav","","","blockNr_1_taskNr_5_trialNr_1_teller.wav","","","","blockNr_1_taskNr_5_trialNr_1_tipping.wav","","","","yes","","&quot;&quot;","2021-09-28T13:42:50.000Z",288261,"group_1",314812,"session_1",1,"2021-09-28T13:32:53.000Z","94","94","","44.1 ms","187.6 ms",true
1,"block_1",4,"french_shadowing","1","1","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","blockNr_1_taskNr_4_trialNr_1_patte.wav","","","","","","","","blockNr_1_taskNr_4_trialNr_1_pile_object.wav","","","","","","","","","","","","","","","","blockNr_1_taskNr_4_trialNr_1_quelle.wav","blockNr_1_taskNr_4_trialNr_1_patte.wav","","blockNr_1_taskNr_4_trialNr_1_quitte.wav","","","","","","blockNr_1_taskNr_4_trialNr_1_tasse.wav","","","blockNr_1_taskNr_4_trialNr_1_terre.wav","","","blockNr_1_taskNr_4_trialNr_1_tir.wav","","","yes","","&quot;&quot;","2021-09-28T13:42:50.000Z",288261,"group_1",314812,"session_1",1,"2021-09-28T13:32:53.000Z","94","94","","44.1 ms","187.6 ms",true
