"Block_Nr","Block_Name","Task_Nr","Task_Name","Trial_Nr","Trial_Id","","1","10","11","12","13","14","15","16","2","3","4","5","6","7","8","9","age","cabbage","cama","Condition_Id","cookie","copy_of_copy_of_parrot_recording","copy_of_copy_of_pocket","copy_of_parrot_recording","copy_of_pepper","copy_of_pocket","copy_of_pool_recording","copy_of_puppy_recording","copy_of_recording","copy_of_recording_2","country of origin","country_current","country_now","country_origin","current_age","Do you speak a third language?","kennel","kitten","L2","l3","language","new","parrot_recording","pass","pato","patte_object","patte_recording","peche_recording","pena","penny","pepper","pere_recording","pere_recordingg","pile","pile_recording","pipe_recording","piso","piso_recording","poche","poche_recording","pocket","pomme_recording.","pool_recording","poudre_recording","pour_recording","prolific_id","puppy_recording","puro_recording","queja","quelle_ojb","quete","quiso","quitte_obj","recording_1","self_prof","sex","tacky","talla","tasse","teller","tema","terre","test","tipping","tir","tiro","v","completed","crowdsourcing_code","crowdsourcing_subj_id","end_time","exp_subject_id","group_name","rec_session_id","session_name","session_nr","start_time","subj_counter_global","subj_counter_per_group","subject_code","time_delay_offset","time_measure_std","unlocked"
1,"block_1",2,"french_shadowing_instructions","1","1","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","yes","","&quot;&quot;","2021-09-28T13:57:42.000Z",288313,"group_1",314864,"session_1",1,"2021-09-28T13:51:15.000Z","125","125","","8 ms","4.1 ms",true
1,"block_1",1,"Questionnaire","1","1","","","","","","","","","","","","","","","","","","10","","","1","","","","","","","","","","","","","Mexico","Mexico","37","no","","","Spanish","7","Spanish","","","","","","","","","","","","","","","","","","","","","","","","","6150ffcd425f51a2c8869117","","","","","","","","","5","Male","","","","","","","","","","","","yes","","&quot;&quot;","2021-09-28T13:57:42.000Z",288313,"group_1",314864,"session_1",1,"2021-09-28T13:51:15.000Z","125","125","","8 ms","4.1 ms",true
1,"block_1",1,"french_shadowing_instructions","1","1","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","no","","&quot;&quot;","",288312,"group_1",314863,"session_1",1,"2021-09-28T13:50:57.000Z","124","124","","NaN ms","NaN ms",true
1,"block_1",8,"task_7","1","1","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","yes","","&quot;&quot;","2021-09-28T13:50:58.000Z",288262,"group_1",314813,"session_1",1,"2021-09-28T13:32:55.000Z","91","91","","32.6 ms","166.3 ms",true
1,"block_1",6,"french_shadowing","1","1","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","blockNr_1_taskNr_6_trialNr_1_patte.wav","","","","","","","","blockNr_1_taskNr_6_trialNr_1_pile_object.wav","","","","","","","","","","","","","","","","blockNr_1_taskNr_6_trialNr_1_quelle.wav","blockNr_1_taskNr_6_trialNr_1_patte.wav","","blockNr_1_taskNr_6_trialNr_1_quitte.wav","","","","","","blockNr_1_taskNr_6_trialNr_1_tasse.wav","","","blockNr_1_taskNr_6_trialNr_1_terre.wav","","","blockNr_1_taskNr_6_trialNr_1_tir.wav","","","yes","","&quot;&quot;","2021-09-28T13:50:58.000Z",288262,"group_1",314813,"session_1",1,"2021-09-28T13:32:55.000Z","91","91","","32.6 ms","166.3 ms",true
1,"block_1",5,"Spanish_production","1","1","","","","","","","","","","","","","","","","","","","","blockNr_1_taskNr_5_trialNr_1_cama.wav","1","","","","","","","","","","","","","","","","","","","","","","","","","blockNr_1_taskNr_5_trialNr_1_pato.wav","","","","blockNr_1_taskNr_5_trialNr_1_pena.wav","","","","","","","","blockNr_1_taskNr_5_trialNr_1_piso.wav","","","","","","","","","","","","blockNr_1_taskNr_5_trialNr_1_queja.wav","","","blockNr_1_taskNr_5_trialNr_1_quiso.wav","","","","","","blockNr_1_taskNr_5_trialNr_1_talla.wav","","","blockNr_1_taskNr_5_trialNr_1_tema.wav","","","","","blockNr_1_taskNr_5_trialNr_1_tiro.wav","","yes","","&quot;&quot;","2021-09-28T13:50:58.000Z",288262,"group_1",314813,"session_1",1,"2021-09-28T13:32:55.000Z","91","91","","32.6 ms","166.3 ms",true
1,"block_1",4,"English_production","1","1","","","","","","","","","","","","","","","","","","","blockNr_1_taskNr_4_trialNr_1_cabbage.wav","","1","","","","","","","","","","","","","","","","","blockNr_1_taskNr_4_trialNr_1_kennel.wav","""times=1632835982736;1632836246259---values=[object Object];[object Object]""","","","","","blockNr_1_taskNr_4_trialNr_1_parrot_recording.wav","blockNr_1_taskNr_4_trialNr_1_pass_recording.wav","","","","","","blockNr_1_taskNr_4_trialNr_1_penny.wav","","","","","","","","","","","","","","","","","","","","","","","","","","","blockNr_1_taskNr_4_trialNr_1_tacky.wav","","","blockNr_1_taskNr_4_trialNr_1_teller.wav","","","","blockNr_1_taskNr_4_trialNr_1_tipping.wav","","","","yes","","&quot;&quot;","2021-09-28T13:50:58.000Z",288262,"group_1",314813,"session_1",1,"2021-09-28T13:32:55.000Z","91","91","","32.6 ms","166.3 ms",true
1,"block_1",2,"Questionnaire","1","1","","","","","","","","","","","","","","","","","","16","","","1","","","","","","","","","","","","","Mexico","Mexico","24","yes","","","English","7","Spanish","","","","","","","","","","","","","","","","","","","","","","","","","613e32b726345eab8c6dc82d ","","","","","","","","","4","Female","","","","","","","","","","","","yes","","&quot;&quot;","2021-09-28T13:50:58.000Z",288262,"group_1",314813,"session_1",1,"2021-09-28T13:32:55.000Z","91","91","","32.6 ms","166.3 ms",true
1,"block_1",1,"french_shadowing_instructions","1","1","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","yes","","&quot;&quot;","2021-09-28T13:50:58.000Z",288262,"group_1",314813,"session_1",1,"2021-09-28T13:32:55.000Z","91","91","","32.6 ms","166.3 ms",true
1,"block_1",8,"task_7","1","1","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","yes","","&quot;&quot;","2021-09-28T13:53:43.000Z",288310,"group_1",314861,"session_1",1,"2021-09-28T13:49:37.000Z","121","121","","0.9 ms","0.7 ms",true
1,"block_1",6,"french_shadowing","1","1","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","blockNr_1_taskNr_6_trialNr_1_patte.wav","","","","","","","","blockNr_1_taskNr_6_trialNr_1_pile_object.wav","","","","","","","","","","","","","","","","blockNr_1_taskNr_6_trialNr_1_quelle.wav","blockNr_1_taskNr_6_trialNr_1_patte.wav","","blockNr_1_taskNr_6_trialNr_1_quitte.wav","","","","","","blockNr_1_taskNr_6_trialNr_1_tasse.wav","","","blockNr_1_taskNr_6_trialNr_1_terre.wav","","","blockNr_1_taskNr_6_trialNr_1_tir.wav","","","yes","","&quot;&quot;","2021-09-28T13:53:43.000Z",288310,"group_1",314861,"session_1",1,"2021-09-28T13:49:37.000Z","121","121","","0.9 ms","0.7 ms",true
1,"block_1",5,"English_production","1","1","","","","","","","","","","","","","","","","","","","blockNr_1_taskNr_5_trialNr_1_cabbage.wav","","1","","","","","","","","","","","","","","","","","blockNr_1_taskNr_5_trialNr_1_kennel.wav","""times=1632836979145;1632837087045;1632837143452---values=[object Object];[object Object];[object Object]""","","","","","blockNr_1_taskNr_5_trialNr_1_parrot_recording.wav","blockNr_1_taskNr_5_trialNr_1_pass_recording.wav","","","","","","blockNr_1_taskNr_5_trialNr_1_penny.wav","","","","","","","","","","","","","","","","","","","","","","","","","","","blockNr_1_taskNr_5_trialNr_1_tacky.wav","","","blockNr_1_taskNr_5_trialNr_1_teller.wav","","","","blockNr_1_taskNr_5_trialNr_1_tipping.wav","","","","yes","","&quot;&quot;","2021-09-28T13:53:43.000Z",288310,"group_1",314861,"session_1",1,"2021-09-28T13:49:37.000Z","121","121","","0.9 ms","0.7 ms",true
1,"block_1",4,"Spanish_production","1","1","","","","","","","","","","","","","","","","","","","","blockNr_1_taskNr_4_trialNr_1_cama.wav","1","","","","","","","","","","","","","","","","","","","","","","","","","blockNr_1_taskNr_4_trialNr_1_pato.wav","","","","blockNr_1_taskNr_4_trialNr_1_pena.wav","","","","","","","","blockNr_1_taskNr_4_trialNr_1_piso.wav","","","","","","","","","","","","blockNr_1_taskNr_4_trialNr_1_queja.wav","","","blockNr_1_taskNr_4_trialNr_1_quiso.wav","","","","","","","","","blockNr_1_taskNr_4_trialNr_1_tema.wav","","","","","blockNr_1_taskNr_4_trialNr_1_tiro.wav","","yes","","&quot;&quot;","2021-09-28T13:53:43.000Z",288310,"group_1",314861,"session_1",1,"2021-09-28T13:49:37.000Z","121","121","","0.9 ms","0.7 ms",true
1,"block_1",2,"french_shadowing_instructions","1","1","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","yes","","&quot;&quot;","2021-09-28T13:53:43.000Z",288310,"group_1",314861,"session_1",1,"2021-09-28T13:49:37.000Z","121","121","","0.9 ms","0.7 ms",true
1,"block_1",1,"Questionnaire","1","1","","","","","","","","","","","","","","","","","","15","","","1","","","","","","","","","","","","","Mexico","Mexico","20","no","","","English","7","Spanish","","","","","","","","","","","","","","","","","","","","","","","","","614cc0d52d6480e3bcf3c37f","","","","","","","","","4","Male","","","","","","","","","","","","yes","","&quot;&quot;","2021-09-28T13:53:43.000Z",288310,"group_1",314861,"session_1",1,"2021-09-28T13:49:37.000Z","121","121","","0.9 ms","0.7 ms",true
1,"block_1",8,"task_7","1","1","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","yes","","&quot;&quot;","2021-09-28T13:49:21.000Z",288303,"group_1",314854,"session_1",1,"2021-09-28T13:44:46.000Z","118","118","","17.8 ms","122.2 ms",true
1,"block_1",6,"English_production","1","1","","","","","","","","","","","","","","","","","","","blockNr_1_taskNr_6_trialNr_1_cabbage.wav","","1","","","","","","","","","","","","","","","","","blockNr_1_taskNr_6_trialNr_1_kennel.wav","""times=1632836687491;1632836881144;1632836943974---values=[object Object];[object Object];[object Object]""","","","","","blockNr_1_taskNr_6_trialNr_1_parrot_recording.wav","blockNr_1_taskNr_6_trialNr_1_pass_recording.wav","","","","","","blockNr_1_taskNr_6_trialNr_1_penny.wav","","","","","","","","","","","","","","","","","","","","","","","","","","","blockNr_1_taskNr_6_trialNr_1_tacky.wav","","","blockNr_1_taskNr_6_trialNr_1_teller.wav","","","","blockNr_1_taskNr_6_trialNr_1_tipping.wav","","","","yes","","&quot;&quot;","2021-09-28T13:49:21.000Z",288303,"group_1",314854,"session_1",1,"2021-09-28T13:44:46.000Z","118","118","","17.8 ms","122.2 ms",true
1,"block_1",5,"Spanish_production","1","1","","","","","","","","","","","","","","","","","","","","blockNr_1_taskNr_5_trialNr_1_cama.wav","1","","","","","","","","","","","","","","","","","","","","","","","","","blockNr_1_taskNr_5_trialNr_1_pato.wav","","","","blockNr_1_taskNr_5_trialNr_1_pena.wav","","","","","","","","blockNr_1_taskNr_5_trialNr_1_piso.wav","","","","","","","","","","","","blockNr_1_taskNr_5_trialNr_1_queja.wav","","","blockNr_1_taskNr_5_trialNr_1_quiso.wav","","","","","","blockNr_1_taskNr_5_trialNr_1_talla.wav","","","blockNr_1_taskNr_5_trialNr_1_tema.wav","","","","","blockNr_1_taskNr_5_trialNr_1_tiro.wav","","yes","","&quot;&quot;","2021-09-28T13:49:21.000Z",288303,"group_1",314854,"session_1",1,"2021-09-28T13:44:46.000Z","118","118","","17.8 ms","122.2 ms",true
1,"block_1",4,"french_shadowing","1","1","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","blockNr_1_taskNr_4_trialNr_1_patte.wav","","","","","","","","blockNr_1_taskNr_4_trialNr_1_pile_object.wav","","","","","","","","","","","","","","","","blockNr_1_taskNr_4_trialNr_1_quelle.wav","blockNr_1_taskNr_4_trialNr_1_patte.wav","","blockNr_1_taskNr_4_trialNr_1_quitte.wav","","","","","","blockNr_1_taskNr_4_trialNr_1_tasse.wav","","","blockNr_1_taskNr_4_trialNr_1_terre.wav","","","blockNr_1_taskNr_4_trialNr_1_tir.wav","","","yes","","&quot;&quot;","2021-09-28T13:49:21.000Z",288303,"group_1",314854,"session_1",1,"2021-09-28T13:44:46.000Z","118","118","","17.8 ms","122.2 ms",true
1,"block_1",2,"Questionnaire","1","1","","","","","","","","","","","","","","","","","","12","","","1","","","","","","","","","","","","","Mexico","Mexico","18","no","","","English","7","Spanish","","","","","","","","","","","","","","","","","","","","","","","","","614bd7a283a2d265cc974030","","","","","","","","","6","Male","","","","","","","","","","","","yes","","&quot;&quot;","2021-09-28T13:49:21.000Z",288303,"group_1",314854,"session_1",1,"2021-09-28T13:44:46.000Z","118","118","","17.8 ms","122.2 ms",true
1,"block_1",1,"french_shadowing_instructions","1","1","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","yes","","&quot;&quot;","2021-09-28T13:49:21.000Z",288303,"group_1",314854,"session_1",1,"2021-09-28T13:44:46.000Z","118","118","","17.8 ms","122.2 ms",true
1,"block_1",8,"task_7","1","1","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","yes","","&quot;&quot;","2021-09-28T13:53:00.000Z",288298,"group_1",314849,"session_1",1,"2021-09-28T13:42:48.000Z","119","119","","0.6 ms","0.5 ms",true
1,"block_1",6,"English_production","1","1","","","","","","","","","","","","","","","","","","","blockNr_1_taskNr_6_trialNr_1_cabbage.wav","","1","","","","","","","","","","","","","","","","","blockNr_1_taskNr_6_trialNr_1_kennel.wav","""times=1632836570835;1632837056383;1632837164883---values=[object Object];[object Object];[object Object]""","","","","","blockNr_1_taskNr_6_trialNr_1_parrot_recording.wav","blockNr_1_taskNr_6_trialNr_1_pass_recording.wav","","","","","","blockNr_1_taskNr_6_trialNr_1_penny.wav","","","","","","","","","","","","","","","","","","","","","","","","","","","blockNr_1_taskNr_6_trialNr_1_tacky.wav","","","blockNr_1_taskNr_6_trialNr_1_teller.wav","","","","blockNr_1_taskNr_6_trialNr_1_tipping.wav","","","","yes","","&quot;&quot;","2021-09-28T13:53:00.000Z",288298,"group_1",314849,"session_1",1,"2021-09-28T13:42:48.000Z","119","119","","0.6 ms","0.5 ms",true
1,"block_1",5,"french_shadowing","1","1","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","blockNr_1_taskNr_5_trialNr_1_patte.wav","","","","","","","","blockNr_1_taskNr_5_trialNr_1_pile_object.wav","","","","","","","","","","","","","","","","blockNr_1_taskNr_5_trialNr_1_quelle.wav","blockNr_1_taskNr_5_trialNr_1_patte.wav","","blockNr_1_taskNr_5_trialNr_1_quitte.wav","","","","","","blockNr_1_taskNr_5_trialNr_1_tasse.wav","","","blockNr_1_taskNr_5_trialNr_1_terre.wav","","","blockNr_1_taskNr_5_trialNr_1_tir.wav","","","yes","","&quot;&quot;","2021-09-28T13:53:00.000Z",288298,"group_1",314849,"session_1",1,"2021-09-28T13:42:48.000Z","119","119","","0.6 ms","0.5 ms",true
1,"block_1",4,"Spanish_production","1","1","","","","","","","","","","","","","","","","","","","","blockNr_1_taskNr_4_trialNr_1_cama.wav","1","","","","","","","","","","","","","","","","","","","","","","","","","blockNr_1_taskNr_4_trialNr_1_pato.wav","","","","blockNr_1_taskNr_4_trialNr_1_pena.wav","","","","","","","","blockNr_1_taskNr_4_trialNr_1_piso.wav","","","","","","","","","","","","blockNr_1_taskNr_4_trialNr_1_queja.wav","","","blockNr_1_taskNr_4_trialNr_1_quiso.wav","","","","","","blockNr_1_taskNr_4_trialNr_1_talla.wav","","","blockNr_1_taskNr_4_trialNr_1_tema.wav","","","","","blockNr_1_taskNr_4_trialNr_1_tiro.wav","","yes","","&quot;&quot;","2021-09-28T13:53:00.000Z",288298,"group_1",314849,"session_1",1,"2021-09-28T13:42:48.000Z","119","119","","0.6 ms","0.5 ms",true
1,"block_1",2,"Questionnaire","1","1","","","","","","","","","","","","","","","","","","6","","","1","","","","","","","","","","","","","Mexico","Mexico","24","yes","","","English","7","Spanish","","","","","","","","","","","","","","","","","","","","","","","","","613a7ca0c1800b1751d64ef1","","","","","","","","","7","Female","","","","","","","","","","","","yes","","&quot;&quot;","2021-09-28T13:53:00.000Z",288298,"group_1",314849,"session_1",1,"2021-09-28T13:42:48.000Z","119","119","","0.6 ms","0.5 ms",true
1,"block_1",1,"french_shadowing_instructions","1","1","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","yes","","&quot;&quot;","2021-09-28T13:53:00.000Z",288298,"group_1",314849,"session_1",1,"2021-09-28T13:42:48.000Z","119","119","","0.6 ms","0.5 ms",true
1,"block_1",8,"task_7","1","1","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","yes","","&quot;&quot;","2021-09-28T13:46:34.000Z",288297,"group_1",314848,"session_1",1,"2021-09-28T13:42:06.000Z","117","117","","0.8 ms","0.7 ms",true
1,"block_1",6,"french_shadowing","1","1","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","blockNr_1_taskNr_6_trialNr_1_patte.wav","","","","","","","","blockNr_1_taskNr_6_trialNr_1_pile_object.wav","","","","","","","","","","","","","","","","blockNr_1_taskNr_6_trialNr_1_quelle.wav","blockNr_1_taskNr_6_trialNr_1_patte.wav","","blockNr_1_taskNr_6_trialNr_1_quitte.wav","","","","","","blockNr_1_taskNr_6_trialNr_1_tasse.wav","","","blockNr_1_taskNr_6_trialNr_1_terre.wav","","","blockNr_1_taskNr_6_trialNr_1_tir.wav","","","yes","","&quot;&quot;","2021-09-28T13:46:34.000Z",288297,"group_1",314848,"session_1",1,"2021-09-28T13:42:06.000Z","117","117","","0.8 ms","0.7 ms",true
1,"block_1",5,"English_production","1","1","","","","","","","","","","","","","","","","","","","blockNr_1_taskNr_5_trialNr_1_cabbage.wav","","1","","","","","","","","","","","","","","","","","blockNr_1_taskNr_5_trialNr_1_kennel.wav","""times=1632836527410;1632836641472;1632836709823;1632836710427---values=[object Object];[object Object];[object Object];[object Object]""","","","","","blockNr_1_taskNr_5_trialNr_1_parrot_recording.wav","blockNr_1_taskNr_5_trialNr_1_pass_recording.wav","","","","","","blockNr_1_taskNr_5_trialNr_1_penny.wav","","","","","","","","","","","","","","","","","","","","","","","","","","","blockNr_1_taskNr_5_trialNr_1_tacky.wav","","","blockNr_1_taskNr_5_trialNr_1_teller.wav","","","","blockNr_1_taskNr_5_trialNr_1_tipping.wav","","","","yes","","&quot;&quot;","2021-09-28T13:46:34.000Z",288297,"group_1",314848,"session_1",1,"2021-09-28T13:42:06.000Z","117","117","","0.8 ms","0.7 ms",true
