"","X","participant","text","tier_name","word","duration","vot","relative_vot","language","vot_ms","vowel","sp_eng_p","fr_sp_p","fr_eng_p","relative_vot_z"
"1",1,314864,"t","MAU","tiro",0.441912772675086,0.0253136624569461,0.0572820339717989,"spanish",25.3136624569461,"i",0.00256279166094876,0.15505012777032,0.0195251427762702,-0.618242701530834
"2",2,314864,"t","MAU","tema",0.399655747893015,0.0196557478930148,0.0491816969895715,"spanish",19.6557478930148,"e",0.00256279166094876,0.15505012777032,0.0195251427762702,-0.752602402592605
"3",3,314864,"t","MAU","talla",0.40101429391504,0.0115362438843974,0.0287676625483119,"spanish",11.5362438843974,"a",0.00256279166094876,0.15505012777032,0.0195251427762702,-1.09120850885834
"4",4,314864,"k","MAU","quiso",0.550628763633754,0.0270715556831229,0.0491648048032763,"spanish",27.0715556831229,"i",0.00256279166094876,0.15505012777032,0.0195251427762702,-0.752882592059523
"5",5,314864,"p","MAU","piso",0.478836160878301,0.0114849024110217,0.0239850356956243,"spanish",11.4849024110217,"i",0.00256279166094876,0.15505012777032,0.0195251427762702,-1.170537593022
"6",6,314864,"p","MAU","pena",0.459444001148106,0.0171101607347877,0.0372410145567927,"spanish",17.1101607347877,"e",0.00256279166094876,0.15505012777032,0.0195251427762702,-0.950661634654398
"7",7,314864,"p","MAU","pato",0.478090467135476,0.00914104477611943,0.0191199059686106,"spanish",9.14104477611943,"a",0.00256279166094876,0.15505012777032,0.0195251427762702,-1.25123514636854
"8",8,314864,"k","MAU","cama",0.416121972385283,0.0312452402346762,0.0750867349195071,"spanish",31.2452402346762,"a",0.00256279166094876,0.15505012777032,0.0195251427762702,-0.322917420363272
"9",9,314864,"t","MAU","tir",0.420487444446577,0.0263683983926521,0.0627091218558423,"french",26.3683983926521,"i",0.00256279166094876,0.15505012777032,0.0195251427762702,-0.52822398905802
"10",10,314864,"t","MAU","terre",0.466601260337794,0.0149713906429392,0.0320860484433769,"french",14.9713906429392,"e",0.00256279166094876,0.15505012777032,0.0195251427762702,-1.03616668308655
"11",11,314864,"t","MAU","tasse",0.55613171641791,0.0150006888633755,0.0269732662614463,"french",15.0006888633755,"a",0.00256279166094876,0.15505012777032,0.0195251427762702,-1.12097202971168
"12",12,314864,"k","MAU","quitte",0.470864067881745,0.0570436351894373,0.121146715327115,"french",57.0436351894373,"i",0.00256279166094876,0.15505012777032,0.0195251427762702,0.441076128553938
"13",13,314864,"k","MAU","quelle",0.646646501865672,0.0766465018656716,0.118529214407771,"french",76.6465018656716,"e",0.00256279166094876,0.15505012777032,0.0195251427762702,0.397659830957481
"14",14,314864,"p","MAU","pile",0.721309113088404,0.0643388920780712,0.0891973925056812,"french",64.3388920780712,"i",0.00256279166094876,0.15505012777032,0.0195251427762702,-0.0888649680735601
"15",15,314864,"p","MAU","pere",0.498470828624964,0.0153815657290471,0.0308575042826023,"french",15.3815657290471,"e",0.00256279166094876,0.15505012777032,0.0195251427762702,-1.05654445583169
"16",16,314864,"p","MAU","patte",0.503855623698873,0.0234218606486797,0.0464852619421742,"french",23.4218606486797,"a",0.00256279166094876,0.15505012777032,0.0195251427762702,-0.797327974836781
